"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
176,2020-06-24,3,4,5,94
177,2020-06-25,3,4,5,115
178,2020-06-26,4,5,6,117
179,2020-06-27,4,5,6,117
180,2020-06-28,4,5,6,129
181,2020-06-29,4,5,6,139
182,2020-06-30,4,6,8,143
183,2020-07-01,4,6,8,147
184,2020-07-02,4,6,8,160
185,2020-07-03,5,7,9,162
186,2020-07-04,5,7,9,170
187,2020-07-05,6,8,10,NA
188,2020-07-06,6,8,10,NA
189,2020-07-07,6,9,12,NA
190,2020-07-08,6,9,12,NA
191,2020-07-09,7,10,13,NA
192,2020-07-10,7,10,13,NA
193,2020-07-11,8,11,14,NA
194,2020-07-12,8,11,14,NA
195,2020-07-13,8,12,16,NA
196,2020-07-14,9,13,17,NA
