"dia_ano","dias","otimista","casos_estimados","pessimista","x"
191,2020-07-09,1165,1221,1277,1196
192,2020-07-10,1189,1246,1303,1229
193,2020-07-11,1212,1270,1328,1250
194,2020-07-12,1234,1293,1352,1284
195,2020-07-13,1256,1317,1378,1302
196,2020-07-14,1277,1339,1401,1342
197,2020-07-15,1299,1362,1425,1383
198,2020-07-16,1320,1384,1448,1418
199,2020-07-17,1341,1406,1471,1446
200,2020-07-18,1361,1427,1493,1477
201,2020-07-19,1381,1448,1515,1486
202,2020-07-20,1401,1468,1535,NA
203,2020-07-21,1420,1488,1556,NA
204,2020-07-22,1439,1508,1577,NA
205,2020-07-23,1457,1527,1597,NA
206,2020-07-24,1474,1545,1616,NA
207,2020-07-25,1491,1563,1635,NA
208,2020-07-26,1507,1580,1653,NA
209,2020-07-27,1524,1597,1670,NA
210,2020-07-28,1540,1614,1688,NA
211,2020-07-29,1555,1630,1705,NA
