"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
180,2020-06-28,8,11,14,376
181,2020-06-29,9,12,15,388
182,2020-06-30,9,12,15,394
183,2020-07-01,10,13,16,408
184,2020-07-02,10,14,18,423
185,2020-07-03,10,14,18,435
186,2020-07-04,11,15,19,442
187,2020-07-05,12,16,20,453
188,2020-07-06,13,17,21,469
189,2020-07-07,13,18,23,484
190,2020-07-08,14,19,24,495
191,2020-07-09,15,20,25,NA
192,2020-07-10,16,21,26,NA
193,2020-07-11,16,22,28,NA
194,2020-07-12,17,23,29,NA
195,2020-07-13,18,24,30,NA
196,2020-07-14,19,26,33,NA
197,2020-07-15,20,27,34,NA
198,2020-07-16,21,28,35,NA
199,2020-07-17,22,30,38,NA
200,2020-07-18,24,32,40,NA
