"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
118,2020-04-27,170,219,268,238
119,2020-04-28,180,232,284,240
120,2020-04-29,189,244,299,249
121,2020-04-30,200,258,316,255
122,2020-05-01,212,273,334,261
123,2020-05-02,223,288,353,266
124,2020-05-03,236,304,372,272
125,2020-05-04,249,321,393,274
126,2020-05-05,263,339,415,NA
127,2020-05-06,278,358,438,NA
128,2020-05-07,293,378,463,NA
129,2020-05-08,309,399,489,NA
130,2020-05-09,326,421,516,NA
131,2020-05-10,344,444,544,NA
132,2020-05-11,364,469,574,NA
