"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
121,2020-04-30,591,707,823,781
122,2020-05-01,631,754,877,808
123,2020-05-02,672,804,936,825
124,2020-05-03,718,858,998,850
125,2020-05-04,766,916,1066,861
126,2020-05-05,817,977,1137,922
127,2020-05-06,871,1042,1213,1024
128,2020-05-07,930,1112,1294,1027
129,2020-05-08,993,1187,1381,NA
130,2020-05-09,1059,1266,1473,NA
131,2020-05-10,1130,1351,1572,NA
132,2020-05-11,1205,1441,1677,NA
133,2020-05-12,1286,1538,1790,NA
134,2020-05-13,1372,1641,1910,NA
135,2020-05-14,1464,1751,2038,NA
