"dia_ano","dias","otimista","casos_estimados","pessimista","x"
164,2020-06-12,1843,2415,2987,2429
165,2020-06-13,1898,2486,3074,2465
166,2020-06-14,1954,2560,3166,2492
167,2020-06-15,2012,2636,3260,2512
168,2020-06-16,2072,2714,3356,2549
169,2020-06-17,2133,2794,3455,2579
170,2020-06-18,2196,2877,3558,2605
171,2020-06-19,2261,2962,3663,2624
172,2020-06-20,2327,3049,3771,2650
173,2020-06-21,2397,3140,3883,2657
174,2020-06-22,2468,3233,3998,2671
175,2020-06-23,2540,3328,4116,NA
176,2020-06-24,2616,3427,4238,NA
177,2020-06-25,2693,3528,4363,NA
178,2020-06-26,2773,3633,4493,NA
179,2020-06-27,2855,3740,4625,NA
180,2020-06-28,2940,3851,4762,NA
181,2020-06-29,3027,3965,4903,NA
182,2020-06-30,3116,4082,5048,NA
183,2020-07-01,3208,4203,5198,NA
184,2020-07-02,3303,4327,5351,NA
