"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-14,1630,1704,1667,1761,1573,1686
2020-05-15,1751,1819,1785,1886,1684,1789
2020-05-16,1881,1937,1909,2017,1801,1919
2020-05-17,2020,2058,2039,2154,1924,1963
2020-05-18,2170,2180,2175,2298,2052,2043
2020-05-19,2331,2303,2317,2448,2186,2257
2020-05-20,2503,2426,2464,2604,2324,2499
2020-05-21,2689,2548,2618,2766,2470,2659
2020-05-22,2888,2670,2779,2936,2622,NA
2020-05-23,3102,2790,2946,3113,2779,NA
2020-05-24,3332,2908,3120,3297,2943,NA
2020-05-25,3579,3023,3301,3488,3114,NA
2020-05-26,3844,3135,3490,3688,3292,NA
2020-05-27,4129,3242,3686,3895,3477,NA
2020-05-28,4435,3346,3890,4110,3670,NA
