"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
94,2020-04-03,248,325,402,395
95,2020-04-04,279,366,453,438
96,2020-04-05,315,413,511,458
97,2020-04-06,355,466,577,503
98,2020-04-07,400,525,650,539
99,2020-04-08,452,593,734,609
100,2020-04-09,510,669,828,643
101,2020-04-10,575,754,933,676
102,2020-04-11,649,851,1053,NA
103,2020-04-12,732,960,1188,NA
104,2020-04-13,826,1083,1340,NA
105,2020-04-14,931,1221,1511,NA
106,2020-04-15,1051,1378,1705,NA
107,2020-04-16,1185,1554,1923,NA
108,2020-04-17,1337,1753,2169,NA
