location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-26;total_cases;13;2020-05-16;6402;2020-05-26;11831;1.85
Albania;2020-05-26;total_cases;40;2020-04-19;562;2020-05-26;1029;1.83
Algeria;2020-05-26;total_cases;25;2020-05-04;4648;2020-05-26;8697;1.87
Andorra;2020-05-26;total_cases;58;2020-04-01;390;2020-05-26;763;1.96
Angola;2020-05-26;total_cases;22;2020-05-07;36;2020-05-26;71;1.97
Argentina;2020-05-26;total_cases;15;2020-05-14;7121;2020-05-26;13215;1.86
Armenia;2020-05-26;total_cases;14;2020-05-15;4044;2020-05-26;7402;1.83
Aruba;2020-05-26;total_cases;58;2020-04-01;55;2020-05-26;101;1.84
Australia;2020-05-26;total_cases;62;2020-03-28;3809;2020-05-26;7133;1.87
Austria;2020-05-26;total_cases;61;2020-03-29;8813;2020-05-26;16497;1.87
Azerbaijan;2020-05-26;total_cases;20;2020-05-09;2422;2020-05-26;4403;1.82
Bahamas;2020-05-26;total_cases;42;2020-04-17;55;2020-05-26;100;1.82
Bahrain;2020-05-26;total_cases;19;2020-05-10;4941;2020-05-26;9366;1.9
Bangladesh;2020-05-26;total_cases;14;2020-05-15;20065;2020-05-26;36751;1.83
Barbados;2020-05-26;total_cases;55;2020-04-04;51;2020-05-26;92;1.8
Belarus;2020-05-26;total_cases;21;2020-05-08;21101;2020-05-26;38059;1.8
Belgium;2020-05-26;total_cases;45;2020-04-14;31119;2020-05-26;57455;1.85
Belize;2020-05-26;total_cases;49;2020-04-10;10;2020-05-26;18;1.8
Benin;2020-05-26;total_cases;22;2020-05-06;102;2020-05-26;208;2.04
Bhutan;2020-05-26;total_cases;16;2020-05-13;15;2020-05-26;27;1.8
Bolivia;2020-05-26;total_cases;13;2020-05-16;3826;2020-05-26;7136;1.87
Bosnia.and.Herzegovina;2020-05-26;total_cases;38;2020-04-21;1340;2020-05-26;2416;1.8
Brazil;2020-05-26;total_cases;15;2020-05-14;202918;2020-05-26;391222;1.93
British.Virgin.Islands;2020-05-26;total_cases;39;2020-04-19;4;2020-05-26;8;2
Brunei;2020-05-26;total_cases;70;2020-03-20;78;2020-05-26;141;1.81
Bulgaria;2020-05-26;total_cases;32;2020-04-27;1363;2020-05-26;2460;1.8
Burkina.Faso;2020-05-26;total_cases;49;2020-04-10;448;2020-05-26;845;1.89
Cameroon;2020-05-26;total_cases;15;2020-05-14;2954;2020-05-26;5362;1.82
Canada;2020-05-26;total_cases;33;2020-04-26;46884;2020-05-26;86636;1.85
Cape.Verde;2020-05-26;total_cases;22;2020-05-06;191;2020-05-26;390;2.04
Cayman.Islands;2020-05-26;total_cases;24;2020-05-05;75;2020-05-26;137;1.83
Central.African.Republic;2020-05-26;total_cases;11;2020-05-18;336;2020-05-26;671;2
Chad;2020-05-26;total_cases;16;2020-05-13;372;2020-05-26;700;1.88
Chile;2020-05-26;total_cases;13;2020-05-16;41428;2020-05-26;77961;1.88
China;2020-05-26;total_cases;108;2020-02-11;44724;2020-05-26;84103;1.88
Colombia;2020-05-26;total_cases;17;2020-05-12;12272;2020-05-26;23003;1.87
Congo;2020-05-26;total_cases;19;2020-05-10;287;2020-05-26;569;1.98
Costa.Rica;2020-05-26;total_cases;51;2020-04-08;502;2020-05-26;956;1.9
Cote.d'Ivoire;2020-05-26;total_cases;27;2020-05-02;1362;2020-05-26;2477;1.82
Croatia;2020-05-26;total_cases;53;2020-04-06;1222;2020-05-26;2244;1.84
