"dia_ano","dias","otimista","casos_estimados","pessimista","x"
170,2020-06-18,370,401,432,421
171,2020-06-19,389,421,453,435
172,2020-06-20,409,443,477,459
173,2020-06-21,430,465,500,485
174,2020-06-22,452,489,526,502
175,2020-06-23,475,514,553,517
176,2020-06-24,499,540,581,534
177,2020-06-25,524,567,610,546
178,2020-06-26,551,596,641,574
179,2020-06-27,578,626,674,592
180,2020-06-28,608,658,708,615
181,2020-06-29,638,691,744,NA
182,2020-06-30,671,726,781,NA
183,2020-07-01,705,763,821,NA
184,2020-07-02,741,802,863,NA
185,2020-07-03,779,843,907,NA
186,2020-07-04,818,885,952,NA
187,2020-07-05,859,930,1001,NA
188,2020-07-06,904,978,1052,NA
189,2020-07-07,949,1027,1105,NA
190,2020-07-08,997,1079,1161,NA
