"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
178,2020-06-26,77,86,95,85
179,2020-06-27,81,91,101,85
180,2020-06-28,85,96,107,98
181,2020-06-29,90,101,112,102
182,2020-06-30,94,106,118,106
183,2020-07-01,99,111,123,109
184,2020-07-02,104,117,130,113
185,2020-07-03,109,123,137,124
186,2020-07-04,115,129,143,131
187,2020-07-05,121,136,151,133
188,2020-07-06,127,143,159,144
189,2020-07-07,133,150,167,NA
190,2020-07-08,140,157,174,NA
191,2020-07-09,147,165,183,NA
192,2020-07-10,154,173,192,NA
193,2020-07-11,161,181,201,NA
194,2020-07-12,169,190,211,NA
195,2020-07-13,177,199,221,NA
196,2020-07-14,186,209,232,NA
197,2020-07-15,194,218,242,NA
198,2020-07-16,204,229,254,NA
