"dia_ano","dias","otimista","casos_estimados","pessimista","x"
172,2020-06-20,1555,1685,1815,1684
173,2020-06-21,1596,1729,1862,1721
174,2020-06-22,1637,1773,1909,1760
175,2020-06-23,1677,1817,1957,1797
176,2020-06-24,1719,1862,2005,1836
177,2020-06-25,1759,1906,2053,1871
178,2020-06-26,1800,1950,2100,1906
179,2020-06-27,1841,1994,2147,1943
180,2020-06-28,1881,2038,2195,1982
181,2020-06-29,1921,2081,2241,2012
182,2020-06-30,1961,2125,2289,2048
183,2020-07-01,2001,2168,2335,NA
184,2020-07-02,2040,2210,2380,NA
185,2020-07-03,2079,2252,2425,NA
186,2020-07-04,2117,2294,2471,NA
187,2020-07-05,2155,2335,2515,NA
188,2020-07-06,2193,2376,2559,NA
189,2020-07-07,2230,2416,2602,NA
190,2020-07-08,2266,2455,2644,NA
191,2020-07-09,2302,2494,2686,NA
192,2020-07-10,2337,2532,2727,NA
