"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
122,2020-05-01,1708,2056,2404,2104
123,2020-05-02,1826,2198,2570,2346
124,2020-05-03,1952,2349,2746,2346
125,2020-05-04,2087,2512,2937,2519
126,2020-05-05,2231,2685,3139,2623
127,2020-05-06,2384,2870,3356,2917
128,2020-05-07,2550,3069,3588,3082
129,2020-05-08,2725,3280,3835,3205
130,2020-05-09,2914,3507,4100,NA
131,2020-05-10,3115,3749,4383,NA
132,2020-05-11,3330,4008,4686,NA
133,2020-05-12,3560,4285,5010,NA
134,2020-05-13,3806,4581,5356,NA
135,2020-05-14,4068,4897,5726,NA
136,2020-05-15,4349,5235,6121,NA
