"dia_ano","dias","otimista","casos_estimados","pessimista","x"
194,2020-07-12,917,970,1023,962
195,2020-07-13,951,1006,1061,995
196,2020-07-14,986,1043,1100,1060
197,2020-07-15,1023,1082,1141,1101
198,2020-07-16,1061,1122,1183,1141
199,2020-07-17,1101,1164,1227,1166
200,2020-07-18,1141,1207,1273,1229
201,2020-07-19,1184,1252,1320,1252
202,2020-07-20,1228,1299,1370,1285
203,2020-07-21,1274,1347,1420,1349
204,2020-07-22,1321,1397,1473,1397
205,2020-07-23,1370,1449,1528,NA
206,2020-07-24,1421,1503,1585,NA
207,2020-07-25,1474,1559,1644,NA
208,2020-07-26,1529,1617,1705,NA
209,2020-07-27,1586,1677,1768,NA
210,2020-07-28,1645,1739,1833,NA
211,2020-07-29,1706,1804,1902,NA
212,2020-07-30,1769,1871,1973,NA
213,2020-07-31,1835,1940,2045,NA
214,2020-08-01,1903,2012,2121,NA
