location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-27;total_deaths;19;2020-05-11;122;2020-05-27;227;1.86
Albania;2020-05-27;total_deaths;57;2020-04-03;17;2020-05-27;33;1.94
Algeria;2020-05-27;total_deaths;45;2020-04-15;336;2020-05-27;623;1.85
Andorra;2020-05-27;total_deaths;49;2020-04-11;28;2020-05-27;51;1.82
Angola;2020-05-27;total_deaths;10;2020-05-19;2;2020-05-27;4;2
Argentina;2020-05-27;total_deaths;24;2020-05-06;273;2020-05-27;500;1.83
Armenia;2020-05-27;total_deaths;15;2020-05-15;52;2020-05-27;98;1.88
Australia;2020-05-27;total_deaths;49;2020-04-11;57;2020-05-27;103;1.81
Austria;2020-05-27;total_deaths;48;2020-04-12;350;2020-05-27;645;1.84
Azerbaijan;2020-05-27;total_deaths;22;2020-05-08;28;2020-05-27;54;1.93
Bahamas;2020-05-27;total_deaths;53;2020-04-07;6;2020-05-27;11;1.83
Bahrain;2020-05-27;total_deaths;19;2020-05-11;8;2020-05-27;15;1.88
Bangladesh;2020-05-27;total_deaths;15;2020-05-15;298;2020-05-27;544;1.83
Belarus;2020-05-27;total_deaths;23;2020-05-07;116;2020-05-27;214;1.84
Belgium;2020-05-27;total_deaths;43;2020-04-17;5163;2020-05-27;9364;1.81
Belize;2020-05-27;total_deaths;50;2020-04-09;1;2020-05-27;2;2
Bermuda;2020-05-27;total_deaths;34;2020-04-26;5;2020-05-27;9;1.8
Bolivia;2020-05-27;total_deaths;16;2020-05-14;152;2020-05-27;280;1.84
Bosnia.and.Herzegovina;2020-05-27;total_deaths;25;2020-05-05;79;2020-05-27;151;1.91
Brazil;2020-05-27;total_deaths;16;2020-05-14;13993;2020-05-27;25598;1.83
Brunei;2020-05-27;total_deaths;3;2020-05-26;1;2020-05-27;2;2
Bulgaria;2020-05-27;total_deaths;27;2020-05-03;73;2020-05-27;133;1.82
Burkina.Faso;2020-05-27;total_deaths;47;2020-04-13;28;2020-05-27;53;1.89
Canada;2020-05-27;total_deaths;27;2020-05-03;3682;2020-05-27;6765;1.84
Cape.Verde;2020-05-27;total_deaths;14;2020-05-15;2;2020-05-27;4;2
Chad;2020-05-27;total_deaths;18;2020-05-11;31;2020-05-27;64;2.06
Chile;2020-05-27;total_deaths;13;2020-05-17;450;2020-05-27;841;1.87
China;2020-05-27;total_deaths;98;2020-02-22;2445;2020-05-27;4638;1.9
Colombia;2020-05-27;total_deaths;21;2020-05-09;445;2020-05-27;803;1.8
Comoros;2020-05-27;total_deaths;3;2020-05-26;1;2020-05-27;2;2
Congo;2020-05-27;total_deaths;20;2020-05-10;10;2020-05-27;19;1.9
Cote.d'Ivoire;2020-05-27;total_deaths;26;2020-05-04;17;2020-05-27;31;1.82
Croatia;2020-05-27;total_deaths;34;2020-04-26;55;2020-05-27;101;1.84
Cuba;2020-05-27;total_deaths;37;2020-04-23;43;2020-05-27;82;1.91
Cyprus;2020-05-27;total_deaths;52;2020-04-08;9;2020-05-27;17;1.89
Czech.Republic;2020-05-27;total_deaths;43;2020-04-17;173;2020-05-27;317;1.83
Democratic.Republic.of.Congo;2020-05-27;total_deaths;23;2020-05-07;36;2020-05-27;68;1.89
Denmark;2020-05-27;total_deaths;45;2020-04-15;309;2020-05-27;565;1.83
Djibouti;2020-05-27;total_deaths;6;2020-05-24;10;2020-05-27;18;1.8
Dominican.Republic;2020-05-27;total_deaths;38;2020-04-22;260;2020-05-27;474;1.82
Ecuador;2020-05-27;total_deaths;21;2020-05-09;1717;2020-05-27;3275;1.91
Egypt;2020-05-27;total_deaths;25;2020-05-05;452;2020-05-27;816;1.81
El.Salvador;2020-05-27;total_deaths;17;2020-05-13;20;2020-05-27;39;1.95
Equatorial.Guinea;2020-05-27;total_deaths;16;2020-05-13;6;2020-05-27;12;2
Estonia;2020-05-27;total_deaths;44;2020-04-16;36;2020-05-27;66;1.83
Ethiopia;2020-05-27;total_deaths;25;2020-05-04;3;2020-05-27;6;2
Finland;2020-05-27;total_deaths;37;2020-04-23;172;2020-05-27;313;1.82
France;2020-05-27;total_deaths;46;2020-04-14;15729;2020-05-27;28596;1.82
Georgia;2020-05-27;total_deaths;29;2020-04-30;6;2020-05-27;12;2
Germany;2020-05-27;total_deaths;40;2020-04-20;4598;2020-05-27;8411;1.83
Ghana;2020-05-27;total_deaths;22;2020-05-08;18;2020-05-27;34;1.89
Greece;2020-05-27;total_deaths;49;2020-04-11;93;2020-05-27;173;1.86
Guatemala;2020-05-27;total_deaths;13;2020-05-17;35;2020-05-27;68;1.94
Guernsey;2020-05-27;total_deaths;45;2020-04-15;7;2020-05-27;13;1.86
Guinea;2020-05-27;total_deaths;18;2020-05-12;11;2020-05-27;21;1.91
Guyana;2020-05-27;total_deaths;43;2020-04-17;6;2020-05-27;11;1.83
Haiti;2020-05-27;total_deaths;17;2020-05-13;18;2020-05-27;34;1.89
Honduras;2020-05-27;total_deaths;22;2020-05-08;107;2020-05-27;194;1.81
Hungary;2020-05-27;total_deaths;34;2020-04-26;280;2020-05-27;509;1.82
India;2020-05-27;total_deaths;18;2020-05-12;2415;2020-05-27;4531;1.88
Indonesia;2020-05-27;total_deaths;29;2020-05-01;800;2020-05-27;1473;1.84
Iran;2020-05-27;total_deaths;51;2020-04-09;4110;2020-05-27;7564;1.84
Iraq;2020-05-27;total_deaths;27;2020-05-03;97;2020-05-27;175;1.8
Ireland;2020-05-27;total_deaths;36;2020-04-24;829;2020-05-27;1631;1.97
Israel;2020-05-27;total_deaths;43;2020-04-17;151;2020-05-27;281;1.86
Italy;2020-05-27;total_deaths;51;2020-04-09;18281;2020-05-27;33072;1.81
Jamaica;2020-05-27;total_deaths;41;2020-04-19;5;2020-05-27;9;1.8
Japan;2020-05-27;total_deaths;29;2020-05-01;458;2020-05-27;858;1.87
Jersey;2020-05-27;total_deaths;38;2020-04-21;14;2020-05-27;29;2.07
Jordan;2020-05-27;total_deaths;55;2020-04-05;5;2020-05-27;9;1.8
