"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-21,18887,19465,19176,19933,18419,19756
2020-05-22,20571,21120,20846,21669,20023,21469
2020-05-23,22404,22878,22641,23535,21747,22697
2020-05-24,24401,24738,24570,25541,23599,24125
2020-05-25,26576,26701,26638,27690,25586,26077
2020-05-26,28944,28763,28854,29994,27714,28600
2020-05-27,31524,30921,31222,32455,29989,31033
2020-05-28,34333,33170,33752,35085,32419,33699
2020-05-29,37394,35504,36449,37889,35009,NA
2020-05-30,40726,37914,39320,40873,37767,NA
2020-05-31,44356,40393,42374,44048,40700,NA
2020-06-01,48309,42929,45619,47421,43817,NA
2020-06-02,52615,45511,49063,51001,47125,NA
2020-06-03,57305,48127,52716,54798,50634,NA
2020-06-04,62412,50763,56588,58823,54353,NA
