"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
190,2020-07-08,19,30,41,574
191,2020-07-09,20,31,42,586
192,2020-07-10,20,32,44,597
193,2020-07-11,21,34,47,601
194,2020-07-12,22,35,48,608
195,2020-07-13,23,36,49,612
196,2020-07-14,23,37,51,623
197,2020-07-15,25,39,53,629
198,2020-07-16,25,40,55,641
199,2020-07-17,26,41,56,643
200,2020-07-18,27,43,59,653
201,2020-07-19,28,44,60,NA
202,2020-07-20,29,46,63,NA
203,2020-07-21,30,48,66,NA
204,2020-07-22,31,49,67,NA
205,2020-07-23,32,51,70,NA
206,2020-07-24,33,53,73,NA
207,2020-07-25,35,55,75,NA
208,2020-07-26,36,57,78,NA
209,2020-07-27,37,59,81,NA
210,2020-07-28,38,61,84,NA
