"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
174,2020-06-22,163,205,247,195
175,2020-06-23,170,213,256,200
176,2020-06-24,176,221,266,221
177,2020-06-25,183,230,277,227
178,2020-06-26,191,239,287,228
179,2020-06-27,198,248,298,228
180,2020-06-28,205,257,309,255
181,2020-06-29,213,267,321,260
182,2020-06-30,222,278,334,283
183,2020-07-01,230,289,348,314
184,2020-07-02,239,300,361,329
185,2020-07-03,248,311,374,NA
186,2020-07-04,257,323,389,NA
187,2020-07-05,268,336,404,NA
188,2020-07-06,278,349,420,NA
189,2020-07-07,289,362,435,NA
190,2020-07-08,300,376,452,NA
191,2020-07-09,312,391,470,NA
192,2020-07-10,324,406,488,NA
193,2020-07-11,336,422,508,NA
194,2020-07-12,349,438,527,NA
