"dia_ano","dias","otimista","casos_estimados","pessimista","x"
172,2020-06-20,395,427,459,448
173,2020-06-21,416,449,482,462
174,2020-06-22,438,473,508,491
175,2020-06-23,461,498,535,511
176,2020-06-24,486,525,564,524
177,2020-06-25,512,553,594,554
178,2020-06-26,539,582,625,579
179,2020-06-27,567,613,659,605
180,2020-06-28,597,645,693,620
181,2020-06-29,629,679,729,653
182,2020-06-30,662,715,768,676
183,2020-07-01,697,753,809,NA
184,2020-07-02,734,793,852,NA
185,2020-07-03,773,835,897,NA
186,2020-07-04,815,880,945,NA
187,2020-07-05,857,926,995,NA
188,2020-07-06,903,976,1049,NA
189,2020-07-07,951,1027,1103,NA
190,2020-07-08,1002,1082,1162,NA
191,2020-07-09,1054,1139,1224,NA
192,2020-07-10,1110,1199,1288,NA
