"dia_ano","dias","otimista","casos_estimados","pessimista","x"
156,2020-06-04,182,198,214,194
157,2020-06-05,192,209,226,213
158,2020-06-06,203,221,239,228
159,2020-06-07,215,234,253,235
160,2020-06-08,228,248,268,245
161,2020-06-09,241,262,283,255
162,2020-06-10,256,278,300,267
163,2020-06-11,271,294,317,293
164,2020-06-12,286,311,336,NA
165,2020-06-13,303,329,355,NA
166,2020-06-14,320,348,376,NA
167,2020-06-15,340,369,398,NA
168,2020-06-16,359,390,421,NA
169,2020-06-17,380,413,446,NA
170,2020-06-18,402,437,472,NA
