"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,33902,4894,19398,21877,16919,2
2020-03-03,34941,5160,20050,22612,17488,2
2020-03-04,36012,5441,20726,23375,18077,3
2020-03-05,37116,5737,21426,24164,18688,8
2020-03-06,38254,6050,22152,24983,19321,13
2020-03-07,39426,6379,22902,25829,19975,13
2020-03-08,40635,6726,23680,26706,20654,25
2020-03-09,41881,7091,24486,27615,21357,25
2020-03-10,43165,7477,25321,28557,22085,34
2020-03-11,44488,7884,26186,29532,22840,52
2020-03-12,45852,8312,27082,30543,23621,77
2020-03-13,47257,8764,28010,31589,24431,98
2020-03-14,48706,9240,28973,32675,25271,121
2020-03-15,50199,9743,29971,33801,26141,200
2020-03-16,51738,10272,31005,34967,27043,234
2020-03-17,53324,10830,32077,36176,27978,291
2020-03-18,54958,11418,33188,37429,28947,428
2020-03-19,56643,12038,34340,38728,29952,621
2020-03-20,58380,12691,35536,40077,30995,904
2020-03-21,60169,13380,36774,41473,32075,1128
2020-03-22,62014,14106,38060,42924,33196,1546
2020-03-23,63915,14871,39393,44427,34359,1891
2020-03-24,65874,15677,40776,45987,35565,2201
2020-03-25,67893,16527,42210,47604,36816,2433
2020-03-26,69975,17423,43699,49283,38115,2915
2020-03-27,72120,18367,45244,51026,39462,3417
2020-03-28,74331,19361,46846,52832,40860,3904
2020-03-29,76609,20410,48510,54709,42311,4256
2020-03-30,78958,21514,50236,56656,43816,4579
2020-03-31,81378,22678,52028,58677,45379,5717
2020-04-01,83873,23904,53888,60774,47002,6836
2020-04-02,86444,25196,55820,62953,48687,7910
2020-04-03,89094,26557,57826,65215,50437,9056
2020-04-04,91825,27991,59908,67564,52252,10278
2020-04-05,94640,29501,62070,70002,54138,11130
2020-04-06,97541,31092,64316,72535,56097,12056
2020-04-07,100531,32768,66650,75167,58133,13717
2020-04-08,103613,34533,69073,77900,60246,15927
2020-04-09,106789,36392,71590,80738,62442,17857
2020-04-10,110063,38350,74206,83689,64723,19638
2020-04-11,113437,40411,76924,86754,67094,20727
2020-04-12,116914,42582,79748,89939,69557,22169
2020-04-13,120498,44867,82682,93248,72116,23430
2020-04-14,124192,47273,85732,96687,74777,25262
2020-04-15,127999,49806,88902,100263,77541,28320
2020-04-16,131923,52471,92197,103979,80415,30425
2020-04-17,135967,55277,95622,107841,83403,33682
2020-04-18,140135,58230,99182,111856,86508,36599
2020-04-19,144431,61337,102884,116031,89737,38654
2020-04-20,148858,64605,106732,120371,93093,40581
2020-04-21,153422,68044,110733,124883,96583,43079
2020-04-22,158125,71661,114893,129575,100211,45757
2020-04-23,162972,75466,119219,134454,103984,49492
2020-04-24,167968,79466,123717,139527,107907,52995
2020-04-25,173117,83672,128394,144801,111987,58509
2020-04-26,178424,88094,133259,150288,116230,61888
2020-04-27,183894,92742,138318,155993,120643,66501
2020-04-28,189531,97626,143578,161925,125231,71886
2020-04-29,195341,102758,149050,168097,130003,78162
2020-04-30,201329,108149,154739,174513,134965,85380
2020-05-01,207501,113811,160656,181186,140126,91589
2020-05-02,213862,119757,166810,188126,145494,96559
2020-05-03,220418,125999,173208,195342,151074,101147
2020-05-04,227175,132551,179863,202847,156879,107780
2020-05-05,234139,139426,186782,210650,162914,114715
2020-05-06,241316,146639,193978,218766,169190,125218
2020-05-07,248714,154203,201458,227202,175714,135106
2020-05-08,256338,162135,209236,235974,182498,145328
2020-05-09,264196,170449,217322,245093,189551,155939
2020-05-10,272295,179161,225728,254573,196883,162699
