"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-18,1811,1906,1858,1957,1759,1876
2020-05-19,1918,1996,1957,2061,1853,1985
2020-05-20,2032,2085,2058,2167,1949,2067
2020-05-21,2152,2173,2162,2277,2047,2146
2020-05-22,2280,2260,2270,2391,2149,2306
2020-05-23,2415,2344,2380,2507,2253,2374
2020-05-24,2558,2426,2492,2625,2359,2439
2020-05-25,2709,2505,2607,2746,2468,2514
2020-05-26,2870,2581,2726,2871,2581,NA
2020-05-27,3040,2655,2848,2999,2697,NA
2020-05-28,3220,2724,2972,3130,2814,NA
2020-05-29,3410,2791,3100,3265,2935,NA
2020-05-30,3612,2854,3233,3405,3061,NA
2020-05-31,3826,2913,3370,3549,3191,NA
2020-06-01,4053,2970,3512,3699,3325,NA
