"dia_ano","dias","otimista","casos_estimados","pessimista","x"
156,2020-06-04,717,742,767,737
157,2020-06-05,747,773,799,780
158,2020-06-06,776,803,830,806
159,2020-06-07,806,834,862,832
160,2020-06-08,836,865,894,871
161,2020-06-09,865,895,925,904
162,2020-06-10,895,926,957,936
163,2020-06-11,923,955,987,962
164,2020-06-12,952,985,1018,NA
165,2020-06-13,980,1014,1048,NA
166,2020-06-14,1007,1042,1077,NA
167,2020-06-15,1034,1070,1106,NA
168,2020-06-16,1060,1097,1134,NA
169,2020-06-17,1085,1123,1161,NA
170,2020-06-18,1109,1148,1187,NA
