"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
164,2020-06-12,48,77,106,82
165,2020-06-13,51,81,111,82
166,2020-06-14,53,84,115,82
167,2020-06-15,55,88,121,82
168,2020-06-16,58,92,126,85
169,2020-06-17,60,96,132,89
170,2020-06-18,63,100,137,90
171,2020-06-19,66,105,144,92
172,2020-06-20,68,109,150,95
173,2020-06-21,72,114,156,99
174,2020-06-22,75,119,163,99
175,2020-06-23,78,124,170,NA
176,2020-06-24,82,130,178,NA
177,2020-06-25,85,136,187,NA
178,2020-06-26,89,142,195,NA
179,2020-06-27,93,148,203,NA
180,2020-06-28,97,154,211,NA
181,2020-06-29,101,161,221,NA
182,2020-06-30,105,168,231,NA
183,2020-07-01,110,176,242,NA
184,2020-07-02,115,183,251,NA
