location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-29;total_cases;14;2020-05-18;7072;2020-05-29;13659;1.93
Albania;2020-05-29;total_cases;41;2020-04-21;609;2020-05-29;1099;1.8
Algeria;2020-05-29;total_cases;26;2020-05-06;4997;2020-05-29;9134;1.83
Andorra;2020-05-29;total_cases;61;2020-04-01;390;2020-05-29;764;1.96
Angola;2020-05-29;total_cases;24;2020-05-07;36;2020-05-29;77;2.14
Argentina;2020-05-29;total_cases;14;2020-05-18;8358;2020-05-29;15406;1.84
Armenia;2020-05-29;total_cases;15;2020-05-17;4472;2020-05-29;8676;1.94
Aruba;2020-05-29;total_cases;61;2020-04-01;55;2020-05-29;101;1.84
Australia;2020-05-29;total_cases;65;2020-03-28;3809;2020-05-29;7173;1.88
Austria;2020-05-29;total_cases;64;2020-03-29;8813;2020-05-29;16594;1.88
Azerbaijan;2020-05-29;total_cases;19;2020-05-13;2758;2020-05-29;4989;1.81
Bahamas;2020-05-29;total_cases;45;2020-04-17;55;2020-05-29;102;1.85
Bahrain;2020-05-29;total_cases;20;2020-05-12;5531;2020-05-29;10449;1.89
Bangladesh;2020-05-29;total_cases;15;2020-05-17;22268;2020-05-29;42844;1.92
Barbados;2020-05-29;total_cases;58;2020-04-04;51;2020-05-29;92;1.8
Belarus;2020-05-29;total_cases;23;2020-05-09;22052;2020-05-29;40764;1.85
Belgium;2020-05-29;total_cases;48;2020-04-14;31119;2020-05-29;58061;1.87
Belize;2020-05-29;total_cases;52;2020-04-10;10;2020-05-29;18;1.8
Benin;2020-05-29;total_cases;25;2020-05-06;102;2020-05-29;224;2.2
Bolivia;2020-05-29;total_cases;13;2020-05-19;4481;2020-05-29;8731;1.95
Bosnia.and.Herzegovina;2020-05-29;total_cases;40;2020-04-22;1367;2020-05-29;2485;1.82
Brazil;2020-05-29;total_cases;14;2020-05-18;254220;2020-05-29;465166;1.83
British.Virgin.Islands;2020-05-29;total_cases;42;2020-04-19;4;2020-05-29;8;2
Brunei;2020-05-29;total_cases;73;2020-03-20;78;2020-05-29;141;1.81
Bulgaria;2020-05-29;total_cases;35;2020-04-27;1363;2020-05-29;2499;1.83
Burkina.Faso;2020-05-29;total_cases;52;2020-04-10;448;2020-05-29;847;1.89
Cameroon;2020-05-29;total_cases;18;2020-05-14;2954;2020-05-29;5436;1.84
Canada;2020-05-29;total_cases;35;2020-04-27;48489;2020-05-29;89407;1.84
Cape.Verde;2020-05-29;total_cases;25;2020-05-07;218;2020-05-29;405;1.86
Cayman.Islands;2020-05-29;total_cases;25;2020-05-07;78;2020-05-29;141;1.81
Central.African.Republic;2020-05-29;total_cases;10;2020-05-22;479;2020-05-29;874;1.82
Chad;2020-05-29;total_cases;18;2020-05-14;399;2020-05-29;759;1.9
Chile;2020-05-29;total_cases;13;2020-05-19;49579;2020-05-29;90638;1.83
China;2020-05-29;total_cases;111;2020-02-11;44724;2020-05-29;84123;1.88
Colombia;2020-05-29;total_cases;17;2020-05-15;14216;2020-05-29;26688;1.88
Congo;2020-05-29;total_cases;21;2020-05-10;287;2020-05-29;587;2.05
Costa.Rica;2020-05-29;total_cases;52;2020-04-10;558;2020-05-29;1022;1.83
Cote.d'Ivoire;2020-05-29;total_cases;26;2020-05-06;1516;2020-05-29;2750;1.81
Croatia;2020-05-29;total_cases;56;2020-04-06;1222;2020-05-29;2245;1.84
