"dia_ano","dias","otimista","casos_estimados","pessimista","x"
117,2020-04-26,66,76,86,73
118,2020-04-27,72,82,92,76
119,2020-04-28,78,89,100,86
120,2020-04-29,84,96,108,96
121,2020-04-30,91,104,117,104
122,2020-05-01,97,111,125,117
123,2020-05-02,104,119,134,123
124,2020-05-03,111,127,143,123
125,2020-05-04,117,134,151,NA
126,2020-05-05,124,142,160,NA
127,2020-05-06,131,150,169,NA
128,2020-05-07,138,158,178,NA
129,2020-05-08,144,165,186,NA
130,2020-05-09,151,173,195,NA
131,2020-05-10,157,180,203,NA
