"dia_ano","dias","otimista","casos_estimados","pessimista","x"
167,2020-06-15,1133,1175,1217,1145
168,2020-06-16,1170,1213,1256,1181
169,2020-06-17,1207,1251,1295,1222
170,2020-06-18,1242,1288,1334,1263
171,2020-06-19,1279,1326,1373,1305
172,2020-06-20,1315,1363,1411,1350
173,2020-06-21,1350,1400,1450,1391
174,2020-06-22,1385,1436,1487,1441
175,2020-06-23,1420,1472,1524,1491
176,2020-06-24,1453,1507,1561,1541
177,2020-06-25,1486,1541,1596,1601
178,2020-06-26,1518,1574,1630,NA
179,2020-06-27,1550,1607,1664,NA
180,2020-06-28,1581,1639,1697,NA
181,2020-06-29,1611,1670,1729,NA
182,2020-06-30,1640,1700,1760,NA
183,2020-07-01,1668,1729,1790,NA
184,2020-07-02,1695,1757,1819,NA
185,2020-07-03,1721,1784,1847,NA
186,2020-07-04,1746,1810,1874,NA
187,2020-07-05,1771,1836,1901,NA
