"dia_ano","dias","otimista","casos_estimados","pessimista","x"
191,2020-07-09,584,608,632,589
192,2020-07-10,593,617,641,605
193,2020-07-11,601,625,649,617
194,2020-07-12,607,632,657,628
195,2020-07-13,614,639,664,647
196,2020-07-14,621,646,671,663
197,2020-07-15,628,653,678,668
198,2020-07-16,633,659,685,677
199,2020-07-17,639,665,691,686
200,2020-07-18,645,671,697,686
201,2020-07-19,650,676,702,686
202,2020-07-20,655,681,707,NA
203,2020-07-21,659,686,713,NA
204,2020-07-22,664,691,718,NA
205,2020-07-23,668,695,722,NA
206,2020-07-24,672,699,726,NA
207,2020-07-25,676,703,730,NA
208,2020-07-26,679,707,735,NA
209,2020-07-27,682,710,738,NA
210,2020-07-28,686,714,742,NA
211,2020-07-29,689,717,745,NA
