location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-17;total_deaths;58;2020-06-23;321;2020-08-17;582;1.81
AL;2020-08-17;total_deaths;55;2020-06-26;975;2020-08-17;1763;1.81
AM;2020-08-17;total_deaths;85;2020-05-27;1891;2020-08-17;3505;1.85
AP;2020-08-17;total_deaths;63;2020-06-18;342;2020-08-17;617;1.8
BA;2020-08-17;total_deaths;39;2020-07-12;2483;2020-08-17;4475;1.8
CE;2020-08-17;total_deaths;71;2020-06-10;4480;2020-08-17;8163;1.82
DF;2020-08-17;total_deaths;31;2020-07-20;1112;2020-08-17;2042;1.84
ES;2020-08-17;total_deaths;53;2020-06-28;1568;2020-08-17;2908;1.85
GO;2020-08-17;total_deaths;28;2020-07-23;1262;2020-08-17;2336;1.85
MA;2020-08-17;total_deaths;58;2020-06-23;1797;2020-08-17;3277;1.82
MG;2020-08-17;total_deaths;27;2020-07-24;2315;2020-08-17;4223;1.82
MS;2020-08-17;total_deaths;22;2020-07-29;342;2020-08-17;640;1.87
MT;2020-08-17;total_deaths;33;2020-07-18;1305;2020-08-17;2368;1.81
PA;2020-08-17;total_deaths;78;2020-06-03;3193;2020-08-17;5945;1.86
PB;2020-08-17;total_deaths;42;2020-07-09;1196;2020-08-17;2183;1.83
PE;2020-08-17;total_deaths;65;2020-06-16;3959;2020-08-17;7210;1.82
PI;2020-08-17;total_deaths;41;2020-07-10;896;2020-08-17;1619;1.81
PR;2020-08-17;total_deaths;29;2020-07-22;1486;2020-08-17;2733;1.84
RJ;2020-08-17;total_deaths;65;2020-06-16;7967;2020-08-17;14566;1.83
RN;2020-08-17;total_deaths;49;2020-07-02;1103;2020-08-17;2081;1.89
RO;2020-08-17;total_deaths;45;2020-07-06;558;2020-08-17;1017;1.82
RR;2020-08-17;total_deaths;50;2020-07-01;314;2020-08-17;568;1.81
RS;2020-08-17;total_deaths;27;2020-07-24;1494;2020-08-17;2744;1.84
SC;2020-08-17;total_deaths;22;2020-07-29;1002;2020-08-17;1839;1.84
SE;2020-08-17;total_deaths;41;2020-07-10;931;2020-08-17;1717;1.84
SP;2020-08-17;total_deaths;51;2020-06-30;14763;2020-08-17;26899;1.82
TO;2020-08-17;total_deaths;34;2020-07-17;283;2020-08-17;516;1.82
