"dia_ano","dias","otimista","casos_estimados","pessimista","x"
193,2020-07-11,786,950,1114,1029
194,2020-07-12,827,999,1171,1047
195,2020-07-13,869,1050,1231,1085
196,2020-07-14,914,1104,1294,1105
197,2020-07-15,960,1160,1360,1174
198,2020-07-16,1009,1219,1429,1207
199,2020-07-17,1060,1281,1502,1268
200,2020-07-18,1115,1347,1579,1305
201,2020-07-19,1172,1416,1660,1332
202,2020-07-20,1232,1488,1744,1384
203,2020-07-21,1294,1564,1834,1400
204,2020-07-22,1361,1644,1927,NA
205,2020-07-23,1430,1728,2026,NA
206,2020-07-24,1503,1816,2129,NA
207,2020-07-25,1580,1909,2238,NA
208,2020-07-26,1660,2006,2352,NA
209,2020-07-27,1745,2109,2473,NA
210,2020-07-28,1834,2216,2598,NA
211,2020-07-29,1928,2330,2732,NA
212,2020-07-30,2027,2449,2871,NA
213,2020-07-31,2130,2574,3018,NA
