"dia_ano","dias","otimista","casos_estimados","pessimista","x"
171,2020-06-19,386,419,452,435
172,2020-06-20,406,440,474,459
173,2020-06-21,426,462,498,485
174,2020-06-22,447,485,523,502
175,2020-06-23,469,509,549,517
176,2020-06-24,493,535,577,534
177,2020-06-25,517,561,605,546
178,2020-06-26,544,590,636,574
179,2020-06-27,571,619,667,592
180,2020-06-28,600,650,700,615
181,2020-06-29,630,683,736,643
182,2020-06-30,661,717,773,NA
183,2020-07-01,695,753,811,NA
184,2020-07-02,730,791,852,NA
185,2020-07-03,766,830,894,NA
186,2020-07-04,804,872,940,NA
187,2020-07-05,845,916,987,NA
188,2020-07-06,886,961,1036,NA
189,2020-07-07,932,1010,1088,NA
190,2020-07-08,978,1060,1142,NA
191,2020-07-09,1027,1113,1199,NA
