"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-07-13,32142,33488,32815,35792,29838,33359
2020-07-14,33418,34457,33938,37017,30859,34156
2020-07-15,34745,35420,35082,38264,31900,35445
2020-07-16,36125,36378,36252,39540,32964,36542
2020-07-17,37559,37327,37443,40839,34047,37057
2020-07-18,39050,38267,38658,42165,35151,38568
2020-07-19,40601,39195,39898,43517,36279,39296
2020-07-20,42213,40111,41162,44896,37428,39606
2020-07-21,43889,41013,42451,46302,38600,40276
2020-07-22,45632,41899,43766,47736,39796,41815
2020-07-23,47443,42768,45106,49198,41014,43179
2020-07-24,49327,43620,46474,50690,42258,NA
2020-07-25,51286,44453,47870,52212,43528,NA
2020-07-26,53322,45267,49294,53765,44823,NA
2020-07-27,55439,46060,50750,55354,46146,NA
2020-07-28,57640,46832,52236,56974,47498,NA
2020-07-29,59929,47583,53756,58632,48880,NA
2020-07-30,62308,48311,55310,60327,50293,NA
2020-07-31,64782,49017,56900,62061,51739,NA
2020-08-01,67354,49701,58528,63837,53219,NA
2020-08-02,70028,50362,60195,65655,54735,NA
