"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-11,31136,32849,31992,34333,29651,33891
2020-06-12,32674,34190,33432,35878,30986,34665
2020-06-13,34287,35541,34914,37468,32360,35788
2020-06-14,35980,36899,36440,39106,33774,36401
2020-06-15,37756,38262,38009,40790,35228,37620
2020-06-16,39620,39625,39622,42521,36723,39206
2020-06-17,41577,40986,41282,44302,38262,40926
2020-06-18,43629,42340,42984,46129,39839,41577
2020-06-19,45783,43686,44734,48007,41461,43922
2020-06-20,48044,45018,46531,49935,43127,45304
2020-06-21,50416,46335,48376,51915,44837,46279
2020-06-22,52905,47633,50269,53947,46591,NA
2020-06-23,55517,48910,52214,56034,48394,NA
2020-06-24,58258,50162,54210,58176,50244,NA
2020-06-25,61135,51389,56262,60378,52146,NA
2020-06-26,64153,52586,58370,62641,54099,NA
2020-06-27,67321,53753,60537,64966,56108,NA
2020-06-28,70644,54888,62766,67358,58174,NA
2020-06-29,74132,55990,65061,69821,60301,NA
2020-06-30,77792,57057,67424,72357,62491,NA
2020-07-01,81633,58088,69860,74971,64749,NA
