"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-24,1374,1457,1416,1636,1196,1419
2020-04-25,1458,1514,1486,1717,1255,1481
2020-04-26,1548,1569,1558,1800,1316,1548
2020-04-27,1642,1623,1632,1886,1378,1586
2020-04-28,1743,1675,1709,1975,1443,1649
2020-04-29,1849,1724,1786,2064,1508,1758
2020-04-30,1962,1771,1866,2156,1576,1827
2020-05-01,2082,1816,1949,2252,1646,1935
2020-05-02,2210,1859,2034,2350,1718,NA
2020-05-03,2345,1899,2122,2452,1792,NA
2020-05-04,2489,1937,2213,2557,1869,NA
2020-05-05,2641,1972,2306,2665,1947,NA
2020-05-06,2802,2005,2404,2778,2030,NA
2020-05-07,2974,2036,2505,2894,2116,NA
2020-05-08,3156,2065,2610,3016,2204,NA
