"dia_ano","dias","otimista","casos_estimados","pessimista","x"
91,2020-03-31,2,2,2,2
92,2020-04-01,2,3,4,3
93,2020-04-02,4,5,6,5
94,2020-04-03,6,7,8,7
95,2020-04-04,6,8,10,9
96,2020-04-05,9,11,13,10
97,2020-04-06,10,13,16,12
98,2020-04-07,11,14,17,15
99,2020-04-08,13,16,19,NA
100,2020-04-09,14,17,20,NA
101,2020-04-10,14,18,22,NA
102,2020-04-11,15,19,23,NA
103,2020-04-12,15,19,23,NA
104,2020-04-13,15,19,23,NA
105,2020-04-14,15,19,23,NA
