"dia_ano","dias","otimista","casos_estimados","pessimista","x"
195,2020-07-13,2454,2545,2636,2535
196,2020-07-14,2501,2594,2687,2584
197,2020-07-15,2548,2642,2736,2638
198,2020-07-16,2593,2689,2785,2693
199,2020-07-17,2638,2736,2834,2738
200,2020-07-18,2682,2781,2880,2793
201,2020-07-19,2725,2826,2927,2840
202,2020-07-20,2768,2870,2972,2891
203,2020-07-21,2809,2913,3017,2936
204,2020-07-22,2849,2954,3059,2988
205,2020-07-23,2888,2995,3102,3044
206,2020-07-24,2927,3035,3143,NA
207,2020-07-25,2964,3074,3184,NA
208,2020-07-26,3000,3111,3222,NA
209,2020-07-27,3036,3148,3260,NA
210,2020-07-28,3070,3184,3298,NA
211,2020-07-29,3103,3218,3333,NA
212,2020-07-30,3136,3252,3368,NA
213,2020-07-31,3167,3284,3401,NA
214,2020-08-01,3197,3315,3433,NA
215,2020-08-02,3226,3345,3464,NA
