"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-11,19289,19785,19537,20959,18115,20507
2020-06-12,20445,20921,20683,22188,19178,21396
2020-06-13,21669,22107,21888,23481,20295,21959
2020-06-14,22968,23344,23156,24841,21471,22871
2020-06-15,24343,24632,24488,26270,22706,23684
2020-06-16,25802,25972,25887,27771,24003,25380
2020-06-17,27348,27364,27356,29346,25366,27140
2020-06-18,28986,28806,28896,30999,26793,28521
2020-06-19,30722,30298,30510,32730,28290,30902
2020-06-20,32563,31840,32202,34545,29859,32238
2020-06-21,34514,33430,33972,36444,31500,33227
2020-06-22,36581,35067,35824,38431,33217,NA
2020-06-23,38773,36749,37761,40509,35013,NA
2020-06-24,41095,38474,39784,42679,36889,NA
2020-06-25,43557,40239,41898,44947,38849,NA
2020-06-26,46167,42042,44104,47313,40895,NA
2020-06-27,48932,43880,46406,49783,43029,NA
2020-06-28,51864,45749,48806,52357,45255,NA
2020-06-29,54971,47645,51308,55041,47575,NA
2020-06-30,58264,49566,53915,57838,49992,NA
2020-07-01,61754,51507,56630,60751,52509,NA
