"dia_ano","dias","otimista","casos_estimados","pessimista","x"
160,2020-06-08,231,254,277,243
161,2020-06-09,239,262,285,253
162,2020-06-10,247,271,295,275
163,2020-06-11,255,280,305,280
164,2020-06-12,263,289,315,294
165,2020-06-13,272,299,326,312
166,2020-06-14,281,309,337,326
167,2020-06-15,291,319,347,334
168,2020-06-16,301,330,359,NA
169,2020-06-17,311,341,371,NA
170,2020-06-18,321,352,383,NA
171,2020-06-19,332,364,396,NA
172,2020-06-20,342,376,410,NA
173,2020-06-21,354,389,424,NA
174,2020-06-22,365,401,437,NA
