"dia_ano","dias","otimista","casos_estimados","pessimista","x"
122,2020-05-01,415,472,529,476
123,2020-05-02,455,517,579,501
124,2020-05-03,497,565,633,548
125,2020-05-04,542,617,692,584
126,2020-05-05,591,672,753,649
127,2020-05-06,643,731,819,751
128,2020-05-07,697,793,889,806
129,2020-05-08,755,859,963,874
130,2020-05-09,817,929,1041,NA
131,2020-05-10,881,1002,1123,NA
132,2020-05-11,948,1078,1208,NA
133,2020-05-12,1018,1158,1298,NA
134,2020-05-13,1090,1240,1390,NA
135,2020-05-14,1164,1324,1484,NA
136,2020-05-15,1240,1410,1580,NA
