"dia_ano","dias","otimista","casos_estimados","pessimista","x"
153,2020-06-01,601,670,739,701
154,2020-06-02,634,707,780,736
155,2020-06-03,670,747,824,762
156,2020-06-04,708,789,870,790
157,2020-06-05,748,834,920,819
158,2020-06-06,791,881,971,846
159,2020-06-07,836,931,1026,879
160,2020-06-08,882,983,1084,910
161,2020-06-09,932,1038,1144,NA
162,2020-06-10,984,1097,1210,NA
163,2020-06-11,1040,1159,1278,NA
164,2020-06-12,1098,1224,1350,NA
165,2020-06-13,1160,1293,1426,NA
166,2020-06-14,1226,1366,1506,NA
167,2020-06-15,1295,1443,1591,NA
