"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,138,155,172,164
164,2020-06-12,145,162,179,165
165,2020-06-13,151,169,187,165
166,2020-06-14,158,177,196,171
167,2020-06-15,165,185,205,175
168,2020-06-16,173,194,215,186
169,2020-06-17,180,202,224,199
170,2020-06-18,188,211,234,203
171,2020-06-19,197,221,245,216
172,2020-06-20,206,231,256,223
173,2020-06-21,216,242,268,227
174,2020-06-22,226,253,280,NA
175,2020-06-23,236,264,292,NA
176,2020-06-24,246,276,306,NA
177,2020-06-25,257,288,319,NA
178,2020-06-26,270,302,334,NA
179,2020-06-27,281,315,349,NA
180,2020-06-28,294,329,364,NA
181,2020-06-29,307,344,381,NA
182,2020-06-30,321,360,399,NA
183,2020-07-01,336,376,416,NA
