"dia_ano","dias","otimista","casos_estimados","pessimista","x"
180,2020-06-28,274,305,336,281
181,2020-06-29,280,312,344,281
182,2020-06-30,286,319,352,283
183,2020-07-01,293,326,359,314
184,2020-07-02,299,333,367,354
185,2020-07-03,304,339,374,358
186,2020-07-04,311,346,381,364
187,2020-07-05,316,352,388,368
188,2020-07-06,321,358,395,371
189,2020-07-07,327,364,401,376
190,2020-07-08,332,370,408,386
191,2020-07-09,337,376,415,NA
192,2020-07-10,342,381,420,NA
193,2020-07-11,346,386,426,NA
194,2020-07-12,352,392,432,NA
195,2020-07-13,355,396,437,NA
196,2020-07-14,360,401,442,NA
197,2020-07-15,364,405,446,NA
198,2020-07-16,368,410,452,NA
199,2020-07-17,372,414,456,NA
200,2020-07-18,375,418,461,NA
