location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Brazil;2020-05-22;total_deaths;14;2020-05-11;11519;2020-05-22;21048;1.83
China;2020-05-22;total_deaths;93;2020-02-22;2445;2020-05-22;4638;1.9
Germany;2020-05-22;total_deaths;36;2020-04-19;4404;2020-05-22;8216;1.87
Italy;2020-05-22;total_deaths;47;2020-04-08;17669;2020-05-22;32616;1.85
Spain;2020-05-22;total_deaths;44;2020-04-10;15843;2020-05-21;28628;1.81
United.States;2020-05-22;total_deaths;30;2020-04-25;53189;2020-05-22;96007;1.81
World;2020-05-22;total_deaths;33;2020-04-22;186201;2020-05-22;338039;1.82
