"dia_ano","dias","otimista","casos_estimados","pessimista","x"
100,2020-04-09,37,43,49,50
101,2020-04-10,45,52,59,53
102,2020-04-11,55,64,73,62
103,2020-04-12,66,76,86,71
104,2020-04-13,79,91,103,90
105,2020-04-14,93,107,121,106
106,2020-04-15,107,124,141,124
107,2020-04-16,124,143,162,145
108,2020-04-17,140,162,184,NA
109,2020-04-18,157,182,207,NA
110,2020-04-19,173,200,227,NA
111,2020-04-20,189,218,247,NA
112,2020-04-21,203,235,267,NA
113,2020-04-22,216,250,284,NA
114,2020-04-23,228,264,300,NA
