"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-22,5288,5362,5325,5529,5121,5302
2020-05-23,5683,5750,5716,5935,5497,5630
2020-05-24,6107,6161,6134,6369,5899,6214
2020-05-25,6563,6597,6580,6832,6328,6682
2020-05-26,7053,7058,7056,7327,6785,7058
2020-05-27,7580,7544,7562,7852,7272,7580
2020-05-28,8145,8057,8101,8412,7790,8055
2020-05-29,8753,8596,8674,9007,8341,8618
2020-05-30,9407,9162,9284,9640,8928,NA
2020-05-31,10109,9755,9932,10313,9551,NA
2020-06-01,10863,10375,10619,11026,10212,NA
2020-06-02,11674,11022,11348,11783,10913,NA
2020-06-03,12546,11695,12120,12585,11655,NA
2020-06-04,13482,12394,12938,13434,12442,NA
2020-06-05,14489,13117,13803,14332,13274,NA
