"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,119,53,86,98,74,0
2020-03-03,135,63,99,113,85,0
2020-03-04,155,74,114,130,98,3
2020-03-05,177,87,132,150,114,8
2020-03-06,202,103,152,173,131,13
2020-03-07,230,122,176,200,152,13
2020-03-08,263,144,204,232,176,25
2020-03-09,300,169,234,266,202,0
2020-03-10,343,200,272,310,234,34
2020-03-11,392,236,314,358,270,52
2020-03-12,447,279,363,413,313,77
2020-03-13,511,329,420,478,362,98
2020-03-14,584,388,486,553,419,121
2020-03-15,666,457,562,640,484,200
2020-03-16,761,539,650,740,560,234
2020-03-17,869,635,752,856,648,291
2020-03-18,993,748,870,991,749,428
2020-03-19,1134,881,1008,1148,868,621
2020-03-20,1295,1037,1166,1328,1004,904
2020-03-21,1479,1220,1350,1537,1163,1128
2020-03-22,1689,1434,1562,1779,1345,1546
2020-03-23,1929,1683,1806,2057,1555,1891
2020-03-24,2203,1974,2088,2378,1798,2201
2020-03-25,2516,2313,2414,2749,2079,2433
2020-03-26,2873,2706,2790,3177,2403,2915
2020-03-27,3281,3161,3221,3668,2774,3417
2020-03-28,3747,3685,3716,4232,3200,3904
2020-03-29,4279,4286,4282,4877,3687,4256
2020-03-30,4887,4974,4930,5615,4245,4579
2020-03-31,5582,5756,5669,6456,4882,5717
2020-04-01,6375,6639,6507,7411,5603,6836
2020-04-02,7280,7630,7455,8490,6420,7910
2020-04-03,8314,8734,8524,9708,7340,9056
2020-04-04,9495,9953,9724,11074,8374,10278
2020-04-05,10844,11286,11065,12602,9528,11130
2020-04-06,12385,12731,12558,14302,10814,12056
2020-04-07,14144,14277,14210,16183,12237,13717
2020-04-08,16153,15914,16034,18261,13807,15927
2020-04-09,18448,17625,18036,20541,15531,18145
2020-04-10,21069,19389,20229,23038,17420,NA
2020-04-11,24062,21184,22623,25765,19481,NA
2020-04-12,27480,22986,25233,28737,21729,NA
2020-04-13,31383,24770,28076,31975,24177,NA
2020-04-14,35842,26512,31177,35506,26848,NA
2020-04-15,40933,28190,34562,39361,29763,NA
2020-04-16,46748,29786,38267,43581,32953,NA
