"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
172,2020-06-20,67,76,85,79
173,2020-06-21,72,82,92,79
174,2020-06-22,77,87,97,86
175,2020-06-23,82,93,104,99
176,2020-06-24,87,99,111,112
177,2020-06-25,94,106,118,115
178,2020-06-26,100,113,126,118
179,2020-06-27,106,120,134,118
180,2020-06-28,113,128,143,121
181,2020-06-29,121,137,153,128
182,2020-06-30,129,146,163,134
183,2020-07-01,137,155,173,NA
184,2020-07-02,146,166,186,NA
185,2020-07-03,156,177,198,NA
186,2020-07-04,167,189,211,NA
187,2020-07-05,177,201,225,NA
188,2020-07-06,189,214,239,NA
189,2020-07-07,202,229,256,NA
190,2020-07-08,215,244,273,NA
191,2020-07-09,229,260,291,NA
192,2020-07-10,245,278,311,NA
