"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,1719,849,1284,1382,1186,2
2020-03-03,1835,919,1377,1482,1272,2
2020-03-04,1959,995,1477,1589,1365,3
2020-03-05,2091,1077,1584,1704,1464,8
2020-03-06,2232,1166,1699,1828,1570,13
2020-03-07,2383,1262,1822,1960,1684,13
2020-03-08,2544,1366,1955,2104,1806,25
2020-03-09,2715,1479,2097,2256,1938,25
2020-03-10,2898,1601,2250,2421,2079,34
2020-03-11,3094,1733,2414,2597,2231,52
2020-03-12,3303,1876,2590,2787,2393,77
2020-03-13,3525,2031,2778,2989,2567,98
2020-03-14,3763,2198,2980,3206,2754,121
2020-03-15,4017,2379,3198,3441,2955,200
2020-03-16,4288,2575,3432,3693,3171,234
2020-03-17,4578,2787,3682,3962,3402,291
2020-03-18,4886,3017,3952,4252,3652,428
2020-03-19,5216,3265,4240,4562,3918,621
2020-03-20,5568,3534,4551,4897,4205,904
2020-03-21,5944,3825,4884,5255,4513,1128
2020-03-22,6345,4139,5242,5640,4844,1546
2020-03-23,6773,4479,5626,6053,5199,1891
2020-03-24,7230,4847,6038,6497,5579,2201
2020-03-25,7717,5245,6481,6973,5989,2433
2020-03-26,8238,5676,6957,7486,6428,2915
2020-03-27,8794,6141,7468,8035,6901,3417
2020-03-28,9387,6644,8016,8625,7407,3904
2020-03-29,10021,7188,8604,9258,7950,4256
2020-03-30,10697,7777,9237,9939,8535,4579
2020-03-31,11418,8413,9916,10669,9163,5717
2020-04-01,12189,9100,10644,11453,9835,6836
2020-04-02,13011,9843,11427,12295,10559,7910
2020-04-03,13889,10645,12267,13199,11335,9056
2020-04-04,14826,11512,13169,14170,12168,10278
2020-04-05,15826,12449,14138,15212,13064,11130
2020-04-06,16894,13460,15177,16330,14024,12056
2020-04-07,18034,14552,16293,17531,15055,13717
2020-04-08,19250,15730,17490,18819,16161,15927
2020-04-09,20549,17002,18776,20203,17349,17857
2020-04-10,21936,18375,20156,21687,18625,19638
2020-04-11,23416,19855,21636,23280,19992,20727
2020-04-12,24995,21451,23223,24987,21459,22169
2020-04-13,26682,23171,24926,26820,23032,23430
2020-04-14,28482,25025,26754,28787,24721,25262
2020-04-15,30404,27022,28713,30894,26532,28320
2020-04-16,32455,29172,30814,33155,28473,30425
2020-04-17,34644,31486,33065,35577,30553,33682
2020-04-18,36982,33976,35479,38175,32783,36599
2020-04-19,39477,36652,38064,40956,35172,38654
2020-04-20,42140,39528,40834,43936,37732,40581
2020-04-21,44983,42617,43800,47128,40472,43079
2020-04-22,48018,45932,46975,50544,43406,45757
2020-04-23,51258,49488,50373,54200,46546,49492
2020-04-24,54716,53299,54008,58111,49905,52995
2020-04-25,58408,57380,57894,62293,53495,58509
2020-04-26,62349,61747,62048,66762,57334,61888
2020-04-27,66555,66416,66486,71537,61435,66501
2020-04-28,71046,71403,71224,76635,65813,71886
2020-04-29,75839,76724,76282,82078,70486,78162
2020-04-30,80955,82396,81676,87881,75471,85380
2020-05-01,86417,88434,87426,94068,80784,91589
2020-05-02,92248,94854,93551,100659,86443,96559
2020-05-03,98472,101672,100072,107675,92469,101147
2020-05-04,105115,108901,107008,115138,98878,107780
2020-05-05,112207,116557,114382,123072,105692,114715
2020-05-06,119778,124650,122214,131499,112929,125218
2020-05-07,127859,133192,130526,140443,120609,135106
2020-05-08,136485,142193,139339,149925,128753,145328
2020-05-09,145693,151658,148676,159972,137380,155939
2020-05-10,155523,161595,158559,170606,146512,162699
2020-05-11,166016,172003,169010,181851,156169,168331
2020-05-12,177217,182884,180050,193729,166371,177589
2020-05-13,189173,194232,191702,206267,177137,188974
2020-05-14,201936,206041,203988,219486,188490,202918
2020-05-15,215560,218301,216930,233411,200449,218223
2020-05-16,230104,230995,230550,248066,213034,233142
2020-05-17,245629,244107,244868,263472,226264,241080
2020-05-18,262201,257613,259907,279654,240160,254220
2020-05-19,279891,271486,275688,296633,254743,271628
2020-05-20,298774,285698,292236,314439,270033,293357
2020-05-21,318932,300214,309573,333093,286053,NA
2020-05-22,340450,314996,327723,352622,302824,NA
2020-05-23,363419,330004,346712,373054,320370,NA
2020-05-24,387938,345195,366566,394416,338716,NA
2020-05-25,414112,360525,387318,416745,357891,NA
2020-05-26,442051,375945,408998,440072,377924,NA
2020-05-27,471875,391407,431641,464435,398847,NA
