"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,17,20,23,457
164,2020-06-12,18,21,24,479
165,2020-06-13,19,22,25,492
166,2020-06-14,20,23,26,499
167,2020-06-15,21,24,27,524
168,2020-06-16,22,25,28,551
169,2020-06-17,24,27,30,580
170,2020-06-18,24,28,32,625
171,2020-06-19,25,29,33,659
172,2020-06-20,26,30,34,684
173,2020-06-21,28,32,36,701
174,2020-06-22,29,33,37,NA
175,2020-06-23,30,34,38,NA
176,2020-06-24,30,35,40,NA
177,2020-06-25,32,37,42,NA
178,2020-06-26,33,38,43,NA
179,2020-06-27,34,39,44,NA
180,2020-06-28,35,40,45,NA
181,2020-06-29,37,42,47,NA
182,2020-06-30,37,43,49,NA
183,2020-07-01,38,44,50,NA
