"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,265794,112377,189086,227263,150909,103
2020-03-03,271056,116820,193938,233095,154781,125
2020-03-04,276422,121432,198927,239091,158763,159
2020-03-05,281895,126218,204056,245255,162857,233
2020-03-06,287476,131185,209330,251594,167066,338
2020-03-07,293167,136339,214753,258112,171394,433
2020-03-08,298971,141687,220329,264814,175844,554
2020-03-09,304890,147234,226062,271704,180420,754
2020-03-10,310926,152988,231957,278790,185124,1025
2020-03-11,317082,158954,238018,286074,189962,1312
2020-03-12,323359,165142,244250,293565,194935,1663
2020-03-13,329761,171556,250658,301266,200050,2174
2020-03-14,336289,178206,257248,309187,205309,2951
2020-03-15,342947,185097,264022,317329,210715,3774
2020-03-16,349736,192239,270988,325701,216275,4661
2020-03-17,356660,199638,278149,334308,221990,6427
2020-03-18,363721,207302,285512,343158,227866,9415
2020-03-19,370922,215240,293081,352255,233907,14250
2020-03-20,378266,223460,300863,361608,240118,19624
2020-03-21,385754,231969,308862,371222,246502,26747
2020-03-22,393391,240777,317084,381104,253064,35206
2020-03-23,401179,249891,325535,391261,259809,46442
2020-03-24,409122,259321,334222,401702,266742,55231
2020-03-25,417221,269074,343148,412430,273866,69194
2020-03-26,425481,279160,352320,423454,281186,85991
2020-03-27,433905,289587,361746,434783,288709,104686
2020-03-28,442495,300365,371430,446423,296437,124665
2020-03-29,451255,311501,381378,458379,304377,143025
2020-03-30,460189,323004,391596,470660,312532,164620
2020-03-31,469300,334885,402092,483275,320909,189618
2020-04-01,478591,347150,412870,496229,329511,216721
2020-04-02,488066,359809,423938,509532,338344,245540
2020-04-03,497728,372870,435299,523187,347411,277965
2020-04-04,507582,386341,446962,537205,356719,312237
2020-04-05,517631,400232,458932,551591,366273,337635
2020-04-06,527879,414550,471214,566353,376075,368196
2020-04-07,538329,429303,483816,581500,386132,398809
2020-04-08,548987,444498,496742,597035,396449,432132
2020-04-09,559856,460143,510000,612970,407030,466033
2020-04-10,570939,476245,523592,629306,417878,501560
2020-04-11,582243,492811,537527,646055,428999,529951
2020-04-12,593770,509848,551809,663220,440398,557571
2020-04-13,605525,527360,566442,680808,452076,582594
2020-04-14,617513,545354,581434,698827,464041,609516
2020-04-15,629738,563835,596786,717278,476294,639664
2020-04-16,642205,582807,612506,736172,488840,671331
2020-04-17,654919,602274,628596,755511,501681,702164
2020-04-18,667885,622239,645062,775301,514823,735086
2020-04-19,681108,642705,661906,795546,528266,759687
2020-04-20,694592,663674,679133,816251,542015,787752
2020-04-21,708343,685147,696745,837419,556071,825041
2020-04-22,722367,707125,714746,859055,570437,842629
2020-04-23,736668,729607,733138,881160,585116,869172
2020-04-24,751252,752592,751922,903737,600107,890524
2020-04-25,766125,776077,771101,926788,615414,939053
2020-04-26,781292,800060,790676,950315,631037,965910
2020-04-27,796760,824538,810649,974321,646977,988451
2020-04-28,812534,849503,831018,998802,663234,1012583
2020-04-29,828620,874952,851786,1023764,679808,1039909
2020-04-30,845025,900877,872951,1049202,696700,1069826
2020-05-01,861754,927269,894512,1075116,713908,1103781
2020-05-02,878815,954120,916468,1101505,731431,1133069
2020-05-03,896213,981419,938816,1128365,749267,1158041
2020-05-04,913956,1009155,961556,1155696,767416,1180634
2020-05-05,932050,1037317,984684,1183494,785874,1204475
2020-05-06,950502,1065890,1008196,1211753,804639,1228603
2020-05-07,969320,1094859,1032090,1240471,823709,1256972
2020-05-08,988510,1124210,1056360,1269641,843079,1283929
2020-05-09,1008080,1153926,1081003,1299260,862746,1309541
2020-05-10,1028038,1183990,1106014,1329321,882707,1329799
2020-05-11,1048390,1214381,1131386,1359815,902957,1347916
2020-05-12,1069146,1245082,1157114,1390738,923490,1369964
2020-05-13,1090312,1276072,1183192,1422081,944303,1390746
2020-05-14,1111898,1307329,1209614,1453838,965390,1417889
2020-05-15,1133911,1338831,1236371,1485997,986745,1443397
2020-05-16,1156359,1370556,1263458,1518553,1008363,1467884
2020-05-17,1179252,1402480,1290866,1551495,1030237,1486757
2020-05-18,1202599,1434578,1318588,1584814,1052362,1508598
2020-05-19,1226407,1466827,1346617,1618502,1074732,1528568
2020-05-20,1250687,1499201,1374944,1652548,1097340,1551853
2020-05-21,1275448,1531675,1403562,1686944,1120180,1577287
2020-05-22,1300698,1564222,1432460,1721677,1143243,1601434
2020-05-23,1326449,1596816,1461632,1756739,1166525,1622670
2020-05-24,1352709,1629432,1491070,1792120,1190020,1643238
2020-05-25,1379490,1662042,1520766,1827812,1213720,1662302
2020-05-26,1406800,1694621,1550710,1863802,1237618,1681212
2020-05-27,1434651,1727143,1580897,1900084,1261710,1699933
2020-05-28,1463054,1759581,1611318,1936647,1285989,1721750
2020-05-29,1492019,1791909,1641964,1973480,1310448,1747087
2020-05-30,1521557,1824103,1672830,2010578,1335082,1770384
2020-05-31,1551680,1856136,1703908,2047931,1359885,1790191
2020-06-01,1582400,1887986,1735193,2085532,1384854,1811277
2020-06-02,1613727,1919627,1766677,2123373,1409981,1831821
2020-06-03,1645675,1951037,1798356,2161448,1435264,1851520
