location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-10-01;total_deaths;96;2020-06-30;365;2020-10-01;661;1.81
AL;2020-10-01;total_deaths;91;2020-07-05;1153;2020-10-01;2078;1.8
AM;2020-10-01;total_deaths;118;2020-06-08;2271;2020-10-01;4159;1.83
AP;2020-10-01;total_deaths;101;2020-06-25;394;2020-10-01;712;1.81
BA;2020-10-01;total_deaths;60;2020-08-05;3736;2020-10-01;6795;1.82
CE;2020-10-01;total_deaths;111;2020-06-15;4999;2020-10-01;9023;1.8
DF;2020-10-01;total_deaths;54;2020-08-11;1815;2020-10-01;3276;1.8
ES;2020-10-01;total_deaths;86;2020-07-10;1967;2020-10-01;3551;1.81
GO;2020-10-01;total_deaths;45;2020-08-20;2558;2020-10-01;4723;1.85
MA;2020-10-01;total_deaths;95;2020-07-01;2081;2020-10-01;3766;1.81
MG;2020-10-01;total_deaths;50;2020-08-15;4044;2020-10-01;7436;1.84
MS;2020-10-01;total_deaths;43;2020-08-22;722;2020-10-01;1311;1.82
MT;2020-10-01;total_deaths;63;2020-08-02;1886;2020-10-01;3428;1.82
PA;2020-10-01;total_deaths;120;2020-06-06;3612;2020-10-01;6582;1.82
PB;2020-10-01;total_deaths;75;2020-07-21;1558;2020-10-01;2835;1.82
PE;2020-10-01;total_deaths;101;2020-06-25;4488;2020-10-01;8279;1.84
PI;2020-10-01;total_deaths;74;2020-07-22;1158;2020-10-01;2127;1.84
PR;2020-10-01;total_deaths;54;2020-08-11;2445;2020-10-01;4527;1.85
RJ;2020-10-01;total_deaths;95;2020-07-01;10198;2020-10-01;18567;1.82
RN;2020-10-01;total_deaths;88;2020-07-08;1326;2020-10-01;2395;1.81
RO;2020-10-01;total_deaths;74;2020-07-22;758;2020-10-01;1367;1.8
RR;2020-10-01;total_deaths;93;2020-07-03;358;2020-10-01;654;1.83
RS;2020-10-01;total_deaths;50;2020-08-15;2647;2020-10-01;4815;1.82
SC;2020-10-01;total_deaths;55;2020-08-10;1541;2020-10-01;2821;1.83
SE;2020-10-01;total_deaths;77;2020-07-19;1125;2020-10-01;2040;1.81
SP;2020-10-01;total_deaths;76;2020-07-20;19788;2020-10-01;35804;1.81
TO;2020-10-01;total_deaths;48;2020-08-17;516;2020-10-01;948;1.84
