location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-14;total_cases;53;2020-06-25;12304;2020-08-14;22435;1.82
AL;2020-08-14;total_cases;44;2020-07-04;39255;2020-08-14;71232;1.81
AM;2020-08-14;total_cases;60;2020-06-18;60736;2020-08-14;110777;1.82
AP;2020-08-14;total_cases;58;2020-06-20;21574;2020-08-14;39244;1.82
BA;2020-08-14;total_cases;32;2020-07-16;116373;2020-08-14;210993;1.81
CE;2020-08-14;total_cases;48;2020-06-30;108699;2020-08-14;196144;1.8
DF;2020-08-14;total_cases;34;2020-07-14;73654;2020-08-14;133166;1.81
ES;2020-08-14;total_cases;43;2020-07-05;53393;2020-08-14;98106;1.84
GO;2020-08-14;total_cases;23;2020-07-25;54801;2020-08-14;99234;1.81
MA;2020-08-14;total_cases;53;2020-06-25;74925;2020-08-14;135324;1.81
MG;2020-08-14;total_cases;29;2020-07-19;92972;2020-08-14;168428;1.81
MS;2020-08-14;total_cases;25;2020-07-23;19671;2020-08-14;35434;1.8
MT;2020-08-14;total_cases;26;2020-07-22;38772;2020-08-14;72269;1.86
PA;2020-08-14;total_cases;52;2020-06-26;96472;2020-08-14;175608;1.82
PB;2020-08-14;total_cases;44;2020-07-04;52306;2020-08-14;94660;1.81
PE;2020-08-14;total_cases;46;2020-07-02;61119;2020-08-14;110409;1.81
PI;2020-08-14;total_cases;33;2020-07-15;35445;2020-08-14;64595;1.82
PR;2020-08-14;total_cases;28;2020-07-20;55909;2020-08-14;101844;1.82
RJ;2020-08-14;total_cases;54;2020-06-24;103493;2020-08-14;189891;1.83
RN;2020-08-14;total_cases;47;2020-07-01;31899;2020-08-14;57467;1.8
RO;2020-08-14;total_cases;38;2020-07-10;26000;2020-08-14;47288;1.82
RR;2020-08-14;total_cases;38;2020-07-10;21220;2020-08-14;38897;1.83
RS;2020-08-14;total_cases;27;2020-07-21;49840;2020-08-14;95142;1.91
SC;2020-08-14;total_cases;24;2020-07-24;65017;2020-08-14;118183;1.82
SE;2020-08-14;total_cases;37;2020-07-11;36046;2020-08-14;67225;1.86
SP;2020-08-14;total_cases;35;2020-07-13;374607;2020-08-14;686122;1.83
TO;2020-08-14;total_cases;25;2020-07-23;19423;2020-08-14;35403;1.82
