"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
178,2020-06-26,108,122,136,129
179,2020-06-27,114,129,144,129
180,2020-06-28,121,137,153,140
181,2020-06-29,129,146,163,154
182,2020-06-30,137,155,173,159
183,2020-07-01,145,164,183,172
184,2020-07-02,154,174,194,188
185,2020-07-03,164,185,206,188
186,2020-07-04,173,196,219,191
187,2020-07-05,184,208,232,193
188,2020-07-06,195,221,247,196
189,2020-07-07,208,235,262,NA
190,2020-07-08,220,249,278,NA
191,2020-07-09,233,264,295,NA
192,2020-07-10,248,281,314,NA
193,2020-07-11,264,298,332,NA
194,2020-07-12,279,316,353,NA
195,2020-07-13,297,336,375,NA
196,2020-07-14,315,356,397,NA
197,2020-07-15,334,378,422,NA
198,2020-07-16,355,401,447,NA
