"dia_ano","dias","otimista","casos_estimados","pessimista","x"
168,2020-06-16,575,604,633,585
169,2020-06-17,597,627,657,585
170,2020-06-18,620,651,682,655
171,2020-06-19,642,675,708,693
172,2020-06-20,666,700,734,697
173,2020-06-21,690,725,760,697
174,2020-06-22,714,750,786,730
175,2020-06-23,738,775,812,750
176,2020-06-24,762,801,840,807
177,2020-06-25,786,826,866,858
178,2020-06-26,811,852,893,889
179,2020-06-27,835,877,919,NA
180,2020-06-28,859,903,947,NA
181,2020-06-29,883,928,973,NA
182,2020-06-30,907,953,999,NA
183,2020-07-01,931,978,1025,NA
184,2020-07-02,955,1003,1051,NA
185,2020-07-03,978,1028,1078,NA
186,2020-07-04,1001,1052,1103,NA
187,2020-07-05,1024,1076,1128,NA
188,2020-07-06,1047,1100,1153,NA
