"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,55421,11192,33306,41050,25562,2036
2020-03-03,56325,12199,34262,42228,26296,2502
2020-03-04,57244,13290,35267,43467,27067,3089
2020-03-05,58177,14473,36325,44771,27879,3858
2020-03-06,59126,15753,37440,46145,28735,4636
2020-03-07,60091,17138,38614,47592,29636,5883
2020-03-08,61071,18634,39852,49118,30586,7375
2020-03-09,62067,20248,41158,50728,31588,9172
2020-03-10,63080,21988,42534,52424,32644,10149
2020-03-11,64109,23860,43984,54211,33757,12462
2020-03-12,65155,25872,45514,56097,34931,15113
2020-03-13,66217,28030,47124,58081,36167,17660
2020-03-14,67298,30342,48820,60171,37469,21157
2020-03-15,68395,32814,50604,62370,38838,23980
2020-03-16,69511,35452,52482,64685,40279,27980
2020-03-17,70645,38260,54452,67113,41791,31506
2020-03-18,71797,41245,56521,69663,43379,35713
2020-03-19,72969,44409,58689,72335,45043,41035
2020-03-20,74159,47754,60956,75129,46783,47021
2020-03-21,75369,51282,63326,78050,48602,53578
2020-03-22,76598,54993,65796,81095,50497,59138
2020-03-23,77848,58884,68366,84262,52470,63927
2020-03-24,79118,62952,71035,87552,54518,69176
2020-03-25,80408,67192,73800,90960,56640,74386
2020-03-26,81720,71596,76658,94482,58834,80539
2020-03-27,83053,76155,79604,98113,61095,86498
2020-03-28,84408,80856,82632,101845,63419,92472
2020-03-29,85785,85688,85736,105671,65801,97689
2020-03-30,87184,90634,88909,109582,68236,101739
2020-03-31,88606,95678,92142,113566,70718,105792
2020-04-01,90052,100801,95426,117614,73238,110574
2020-04-02,91521,105985,98753,121715,75791,115242
2020-04-03,93013,111207,102110,125852,78368,119827
2020-04-04,94531,116448,105490,130018,80962,124632
2020-04-05,96073,121685,108879,134195,83563,128948
2020-04-06,97640,126897,112268,138372,86164,132547
2020-04-07,99233,132063,115648,142538,88758,135586
2020-04-08,100851,137164,119008,146679,91337,139422
2020-04-09,102497,142178,122338,150783,93893,143626
2020-04-10,104169,147089,125629,154840,96418,147577
2020-04-11,105868,151881,128874,158839,98909,152271
2020-04-12,107595,156538,132066,162773,101359,156363
2020-04-13,109350,161048,135199,166635,103763,159516
2020-04-14,111134,165400,138267,170416,106118,162488
2020-04-15,112947,169586,141266,174113,108419,165155
2020-04-16,114789,173598,144194,177721,110667,168941
2020-04-17,116662,177431,147046,181236,112856,172434
2020-04-18,118565,181084,149824,184660,114988,175925
2020-04-19,120499,184553,152526,187991,117061,178972
2020-04-20,122464,187840,155152,191227,119077,181228
2020-04-21,124462,190946,157704,194373,121035,183957
2020-04-22,126492,193874,160183,197428,122938,187327
2020-04-23,128556,196627,162592,200397,124787,189973
2020-04-24,130653,199211,164932,203281,126583,192994
2020-04-25,132784,201631,167208,206086,128330,195351
2020-04-26,134950,203893,169422,208815,130029,197675
2020-04-27,137152,206004,171578,211473,131683,199414
2020-04-28,139389,207970,173680,214063,133297,201505
2020-04-29,141663,209799,175731,216591,134871,203591
2020-04-30,143974,211497,177736,219062,136410,205463
2020-05-01,146322,213073,179698,221481,137915,207428
