"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"Sri.Lanka",2019-12-30,0,0,0,0,0
"Sri.Lanka",2019-12-31,0,0,0,0,0
"Sri.Lanka",2020-01-01,0,0,0,0,0
"Sri.Lanka",2020-01-02,0,0,0,0,0
"Sri.Lanka",2020-01-03,0,0,0,0,0
"Sri.Lanka",2020-01-04,0,0,0,0,0
"Sri.Lanka",2020-01-05,0,0,0,0,0
"Sri.Lanka",2020-01-06,0,0,0,0,0
"Sri.Lanka",2020-01-07,0,0,0,0,0
"Sri.Lanka",2020-01-08,0,0,0,0,0
"Sri.Lanka",2020-01-09,0,0,0,0,0
"Sri.Lanka",2020-01-10,0,0,0,0,0
"Sri.Lanka",2020-01-11,0,0,0,0,0
"Sri.Lanka",2020-01-12,0,0,0,0,0
"Sri.Lanka",2020-01-13,0,0,0,0,0
"Sri.Lanka",2020-01-14,0,0,0,0,0
"Sri.Lanka",2020-01-15,0,0,0,0,0
"Sri.Lanka",2020-01-16,0,0,0,0,0
"Sri.Lanka",2020-01-17,0,0,0,0,0
"Sri.Lanka",2020-01-18,0,0,0,0,0
"Sri.Lanka",2020-01-19,0,0,0,0,0
"Sri.Lanka",2020-01-20,0,0,0,0,0
"Sri.Lanka",2020-01-21,0,0,0,0,0
"Sri.Lanka",2020-01-22,0,0,0,0,0
"Sri.Lanka",2020-01-23,0,0,0,0,0
"Sri.Lanka",2020-01-24,0,0,0,0,0
"Sri.Lanka",2020-01-25,0,0,0,0,0
"Sri.Lanka",2020-01-26,0,0,0,0,0
"Sri.Lanka",2020-01-27,0,0,0,0,1
"Sri.Lanka",2020-01-28,0,0,0,0,1
"Sri.Lanka",2020-01-29,0,0,0,0,1
"Sri.Lanka",2020-01-30,0,0,0,0,1
"Sri.Lanka",2020-01-31,0,0,0,0,1
"Sri.Lanka",2020-02-01,0,0,0,0,1
"Sri.Lanka",2020-02-02,0,0,0,0,1
"Sri.Lanka",2020-02-03,0,0,0,0,1
"Sri.Lanka",2020-02-04,0,0,0,0,1
"Sri.Lanka",2020-02-05,0,0,0,0,1
"Sri.Lanka",2020-02-06,0,0,0,0,1
"Sri.Lanka",2020-02-07,0,0,0,0,1
"Sri.Lanka",2020-02-08,0,0,0,0,1
"Sri.Lanka",2020-02-09,0,0,0,0,1
"Sri.Lanka",2020-02-10,0,0,0,0,1
"Sri.Lanka",2020-02-11,0,0,0,0,1
"Sri.Lanka",2020-02-12,0,1,2,0,1
"Sri.Lanka",2020-02-13,0,1,2,0,1
"Sri.Lanka",2020-02-14,0,1,2,0,1
"Sri.Lanka",2020-02-15,0,1,2,0,1
"Sri.Lanka",2020-02-16,0,1,2,0,1
"Sri.Lanka",2020-02-17,0,1,2,0,1
"Sri.Lanka",2020-02-18,0,1,2,0,1
"Sri.Lanka",2020-02-19,0,1,2,0,1
"Sri.Lanka",2020-02-20,0,1,2,0,1
"Sri.Lanka",2020-02-21,1,2,3,0,1
"Sri.Lanka",2020-02-22,1,2,3,0,1
"Sri.Lanka",2020-02-23,1,2,3,0,1
"Sri.Lanka",2020-02-24,1,2,3,0,1
"Sri.Lanka",2020-02-25,1,3,5,0,1
"Sri.Lanka",2020-02-26,1,3,5,0,1
"Sri.Lanka",2020-02-27,1,3,5,0,1
"Sri.Lanka",2020-02-28,2,4,6,0,1
"Sri.Lanka",2020-02-29,2,4,6,0,1
"Sri.Lanka",2020-03-01,2,5,8,0,1
"Sri.Lanka",2020-03-02,2,6,10,0,0
"Sri.Lanka",2020-03-03,2,6,10,0,0
"Sri.Lanka",2020-03-04,3,7,11,0,0
"Sri.Lanka",2020-03-05,3,8,13,0,0
"Sri.Lanka",2020-03-06,4,9,14,0,0
"Sri.Lanka",2020-03-07,4,10,16,0,0
"Sri.Lanka",2020-03-08,5,12,19,0,0
"Sri.Lanka",2020-03-09,5,13,21,0,0
"Sri.Lanka",2020-03-10,6,15,24,0,0
"Sri.Lanka",2020-03-11,7,17,27,0,2
"Sri.Lanka",2020-03-12,8,19,30,0,3
"Sri.Lanka",2020-03-13,9,22,35,0,6
"Sri.Lanka",2020-03-14,10,24,38,0,11
"Sri.Lanka",2020-03-15,11,28,45,0,19
"Sri.Lanka",2020-03-16,12,31,50,0,29
"Sri.Lanka",2020-03-17,14,35,56,0,42
"Sri.Lanka",2020-03-18,16,40,64,0,42
"Sri.Lanka",2020-03-19,18,45,72,0,53
"Sri.Lanka",2020-03-20,20,51,82,0,66
"Sri.Lanka",2020-03-21,23,58,93,1,78
"Sri.Lanka",2020-03-22,26,66,106,1,87
"Sri.Lanka",2020-03-23,30,74,118,1,97
"Sri.Lanka",2020-03-24,34,84,134,1,102
"Sri.Lanka",2020-03-25,38,95,152,1,102
"Sri.Lanka",2020-03-26,43,107,171,1,106
"Sri.Lanka",2020-03-27,48,121,194,1,106
"Sri.Lanka",2020-03-28,55,137,219,1,113
"Sri.Lanka",2020-03-29,62,155,248,1,NA
"Sri.Lanka",2020-03-30,70,176,282,2,NA
"Sri.Lanka",2020-03-31,79,199,319,2,NA
"Sri.Lanka",2020-04-01,90,225,360,2,NA
"Sri.Lanka",2020-04-02,101,254,407,2,NA
"Sri.Lanka",2020-04-03,115,288,461,3,NA
"Sri.Lanka",2020-04-04,130,325,520,3,NA
