location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-30;total_deaths;19;2020-05-14;136;2020-05-30;249;1.83
Albania;2020-05-30;total_deaths;60;2020-04-03;17;2020-05-30;33;1.94
Algeria;2020-05-30;total_deaths;47;2020-04-16;348;2020-05-30;646;1.86
Andorra;2020-05-30;total_deaths;52;2020-04-11;28;2020-05-30;51;1.82
Angola;2020-05-30;total_deaths;13;2020-05-19;2;2020-05-30;4;2
Argentina;2020-05-30;total_deaths;25;2020-05-08;293;2020-05-30;528;1.8
Armenia;2020-05-30;total_deaths;12;2020-05-21;70;2020-05-30;127;1.81
Australia;2020-05-30;total_deaths;52;2020-04-11;57;2020-05-30;103;1.81
Austria;2020-05-30;total_deaths;50;2020-04-13;368;2020-05-30;668;1.82
Azerbaijan;2020-05-30;total_deaths;21;2020-05-12;33;2020-05-30;61;1.85
Bahamas;2020-05-30;total_deaths;56;2020-04-07;6;2020-05-30;11;1.83
Bahrain;2020-05-30;total_deaths;21;2020-05-12;9;2020-05-30;17;1.89
Bangladesh;2020-05-30;total_deaths;16;2020-05-17;328;2020-05-30;610;1.86
Belarus;2020-05-30;total_deaths;24;2020-05-09;126;2020-05-30;229;1.82
Belgium;2020-05-30;total_deaths;46;2020-04-17;5163;2020-05-30;9453;1.83
Belize;2020-05-30;total_deaths;53;2020-04-09;1;2020-05-30;2;2
Bermuda;2020-05-30;total_deaths;37;2020-04-26;5;2020-05-30;9;1.8
Bolivia;2020-05-30;total_deaths;16;2020-05-17;169;2020-05-30;310;1.83
Bosnia.and.Herzegovina;2020-05-30;total_deaths;28;2020-05-05;79;2020-05-30;153;1.94
Brazil;2020-05-30;total_deaths;17;2020-05-16;15633;2020-05-30;28834;1.84
Brunei;2020-05-30;total_deaths;6;2020-05-26;1;2020-05-30;2;2
Bulgaria;2020-05-30;total_deaths;30;2020-05-03;73;2020-05-30;140;1.92
Burkina.Faso;2020-05-30;total_deaths;50;2020-04-13;28;2020-05-30;53;1.89
Canada;2020-05-30;total_deaths;29;2020-05-04;3854;2020-05-30;7073;1.84
Cape.Verde;2020-05-30;total_deaths;17;2020-05-15;2;2020-05-30;4;2
Chad;2020-05-30;total_deaths;21;2020-05-11;31;2020-05-30;65;2.1
Chile;2020-05-30;total_deaths;13;2020-05-20;544;2020-05-30;997;1.83
China;2020-05-30;total_deaths;101;2020-02-22;2445;2020-05-30;4638;1.9
Colombia;2020-05-30;total_deaths;21;2020-05-12;493;2020-05-30;890;1.81
Comoros;2020-05-30;total_deaths;6;2020-05-26;1;2020-05-30;2;2
Congo;2020-05-30;total_deaths;23;2020-05-10;10;2020-05-30;19;1.9
Cote.d'Ivoire;2020-05-30;total_deaths;27;2020-05-06;18;2020-05-30;33;1.83
Croatia;2020-05-30;total_deaths;37;2020-04-26;55;2020-05-30;103;1.87
Cuba;2020-05-30;total_deaths;40;2020-04-23;43;2020-05-30;83;1.93
Cyprus;2020-05-30;total_deaths;55;2020-04-08;9;2020-05-30;17;1.89
Czech.Republic;2020-05-30;total_deaths;46;2020-04-17;173;2020-05-30;319;1.84
Democratic.Republic.of.Congo;2020-05-30;total_deaths;26;2020-05-07;36;2020-05-30;69;1.92
Denmark;2020-05-30;total_deaths;48;2020-04-15;309;2020-05-30;571;1.85
