"dia_ano","dias","otimista","casos_estimados","pessimista","x"
180,2020-06-28,239,293,347,281
181,2020-06-29,248,304,360,281
182,2020-06-30,257,315,373,283
183,2020-07-01,267,327,387,314
184,2020-07-02,278,340,402,354
185,2020-07-03,288,353,418,358
186,2020-07-04,299,366,433,364
187,2020-07-05,310,380,450,368
188,2020-07-06,322,394,466,371
189,2020-07-07,334,409,484,376
190,2020-07-08,347,425,503,386
191,2020-07-09,360,441,522,NA
192,2020-07-10,373,457,541,NA
193,2020-07-11,388,475,562,NA
194,2020-07-12,403,493,583,NA
195,2020-07-13,417,511,605,NA
196,2020-07-14,434,531,628,NA
197,2020-07-15,450,551,652,NA
198,2020-07-16,467,572,677,NA
199,2020-07-17,484,593,702,NA
200,2020-07-18,503,616,729,NA
