location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-26;total_deaths;65;2020-06-25;335;2020-08-26;607;1.81
AL;2020-08-26;total_deaths;62;2020-06-28;1012;2020-08-26;1844;1.82
AM;2020-08-26;total_deaths;93;2020-05-28;1964;2020-08-26;3600;1.83
AP;2020-08-26;total_deaths;69;2020-06-21;359;2020-08-26;647;1.8
BA;2020-08-26;total_deaths;41;2020-07-19;2840;2020-08-26;5116;1.8
CE;2020-08-26;total_deaths;80;2020-06-10;4480;2020-08-26;8351;1.86
DF;2020-08-26;total_deaths;34;2020-07-26;1308;2020-08-26;2399;1.83
ES;2020-08-26;total_deaths;59;2020-07-01;1693;2020-08-26;3086;1.82
GO;2020-08-26;total_deaths;30;2020-07-30;1564;2020-08-26;2888;1.85
MA;2020-08-26;total_deaths;65;2020-06-25;1871;2020-08-26;3390;1.81
MG;2020-08-26;total_deaths;30;2020-07-30;2692;2020-08-26;4948;1.84
MS;2020-08-26;total_deaths;25;2020-08-04;432;2020-08-26;783;1.81
MT;2020-08-26;total_deaths;39;2020-07-21;1400;2020-08-26;2611;1.86
PA;2020-08-26;total_deaths;87;2020-06-03;3193;2020-08-26;6097;1.91
PB;2020-08-26;total_deaths;47;2020-07-13;1302;2020-08-26;2371;1.82
PE;2020-08-26;total_deaths;71;2020-06-19;4102;2020-08-26;7460;1.82
PI;2020-08-26;total_deaths;47;2020-07-13;960;2020-08-26;1754;1.83
PR;2020-08-26;total_deaths;33;2020-07-27;1703;2020-08-26;3102;1.82
RJ;2020-08-26;total_deaths;71;2020-06-19;8595;2020-08-26;15700;1.83
RN;2020-08-26;total_deaths;55;2020-07-05;1213;2020-08-26;2215;1.83
RO;2020-08-26;total_deaths;50;2020-07-10;605;2020-08-26;1100;1.82
RR;2020-08-26;total_deaths;59;2020-07-01;314;2020-08-26;582;1.85
RS;2020-08-26;total_deaths;31;2020-07-29;1750;2020-08-26;3235;1.85
SC;2020-08-26;total_deaths;27;2020-08-02;1175;2020-08-26;2142;1.82
SE;2020-08-26;total_deaths;47;2020-07-13;1012;2020-08-26;1822;1.8
SP;2020-08-26;total_deaths;54;2020-07-06;16134;2020-08-26;29194;1.81
TO;2020-08-26;total_deaths;35;2020-07-25;340;2020-08-26;621;1.83
