"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
169,2020-06-17,18,20,22,20
170,2020-06-18,18,20,22,19
171,2020-06-19,19,21,23,19
172,2020-06-20,19,21,23,18
173,2020-06-21,19,21,23,18
174,2020-06-22,20,22,24,22
175,2020-06-23,20,22,24,24
176,2020-06-24,20,22,24,24
177,2020-06-25,20,23,26,24
178,2020-06-26,20,23,26,25
179,2020-06-27,20,23,26,25
180,2020-06-28,20,23,26,NA
181,2020-06-29,21,24,27,NA
182,2020-06-30,21,24,27,NA
183,2020-07-01,21,24,27,NA
184,2020-07-02,21,24,27,NA
185,2020-07-03,21,24,27,NA
186,2020-07-04,22,25,28,NA
187,2020-07-05,22,25,28,NA
188,2020-07-06,22,25,28,NA
189,2020-07-07,22,25,28,NA
