"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-17,4589,4589,4589,4711,4467,4611
2020-05-18,4834,4834,4834,4962,4706,4695
2020-05-19,5092,5091,5092,5227,4957,4977
2020-05-20,5363,5362,5362,5504,5220,5286
2020-05-21,5649,5647,5648,5798,5498,5596
2020-05-22,5950,5948,5949,6107,5791,5995
2020-05-23,6268,6264,6266,6432,6100,6338
2020-05-24,6602,6597,6600,6775,6425,6668
2020-05-25,6954,6948,6951,7135,6767,NA
2020-05-26,7325,7317,7321,7515,7127,NA
2020-05-27,7715,7706,7710,7914,7506,NA
2020-05-28,8126,8115,8120,8335,7905,NA
2020-05-29,8560,8546,8553,8780,8326,NA
2020-05-30,9016,8999,9008,9247,8769,NA
2020-05-31,9497,9477,9487,9739,9235,NA
