"dia_ano","dias","otimista","casos_estimados","pessimista","x"
164,2020-06-12,279,309,339,294
165,2020-06-13,289,320,351,312
166,2020-06-14,300,332,364,326
167,2020-06-15,311,344,377,334
168,2020-06-16,323,357,391,364
169,2020-06-17,334,370,406,386
170,2020-06-18,346,383,420,406
171,2020-06-19,359,397,435,419
172,2020-06-20,372,412,452,428
173,2020-06-21,386,427,468,451
174,2020-06-22,400,443,486,469
175,2020-06-23,415,459,503,NA
176,2020-06-24,430,476,522,NA
177,2020-06-25,446,493,540,NA
178,2020-06-26,462,511,560,NA
179,2020-06-27,479,530,581,NA
180,2020-06-28,496,549,602,NA
181,2020-06-29,514,569,624,NA
182,2020-06-30,533,590,647,NA
183,2020-07-01,552,611,670,NA
184,2020-07-02,572,633,694,NA
