"dia_ano","dias","otimista","casos_estimados","pessimista","x"
182,2020-06-30,355,368,381,365
183,2020-07-01,360,373,386,370
184,2020-07-02,363,377,391,378
185,2020-07-03,368,382,396,387
186,2020-07-04,372,386,400,391
187,2020-07-05,376,390,404,391
188,2020-07-06,379,393,407,394
189,2020-07-07,383,397,411,399
190,2020-07-08,386,400,414,404
191,2020-07-09,388,403,418,411
192,2020-07-10,391,406,421,417
193,2020-07-11,394,409,424,NA
194,2020-07-12,397,412,427,NA
195,2020-07-13,399,414,429,NA
196,2020-07-14,402,417,432,NA
197,2020-07-15,404,419,434,NA
198,2020-07-16,406,421,436,NA
199,2020-07-17,408,423,438,NA
200,2020-07-18,409,424,439,NA
201,2020-07-19,411,426,441,NA
202,2020-07-20,413,428,443,NA
