"dia_ano","dias","otimista","casos_estimados","pessimista","x"
160,2020-06-08,21,26,31,22
161,2020-06-09,22,27,32,24
162,2020-06-10,23,28,33,25
163,2020-06-11,24,29,34,28
164,2020-06-12,25,30,35,28
165,2020-06-13,26,31,36,31
166,2020-06-14,26,32,38,33
167,2020-06-15,27,33,39,36
168,2020-06-16,28,34,40,36
169,2020-06-17,30,36,42,39
170,2020-06-18,31,37,43,40
171,2020-06-19,31,38,45,NA
172,2020-06-20,32,39,46,NA
173,2020-06-21,34,41,48,NA
174,2020-06-22,35,42,49,NA
175,2020-06-23,36,43,50,NA
176,2020-06-24,37,45,53,NA
177,2020-06-25,38,46,54,NA
178,2020-06-26,40,48,56,NA
179,2020-06-27,40,49,58,NA
180,2020-06-28,42,51,60,NA
